param,scenario,simulation,peak_coeff,name,n_groups,size,intro_n,r0,delta,est,lower_ci,upper_ci,bias,is_within_ci,significant_delta,significant_est,successes,trials
generation_time,"GT: mean 5, sd 10",2,0.7,B,2,50,1,2,-0.818181818181818,0.333333333333333,-0.811401351899508,0.983192482680775,-1.15151515151515,FALSE,TRUE,FALSE,2,3
generation_time,"GT: mean 5, sd 10",2,0.8,A,2,50,1,2,0.818181818181818,1,-0.415196452357427,1,-0.181818181818182,TRUE,TRUE,FALSE,3,3
generation_time,"GT: mean 5, sd 10",2,0.8,B,2,50,1,2,-0.818181818181818,0.2,-0.706734400730654,0.894510098947366,-1.01818181818182,FALSE,TRUE,FALSE,3,5
generation_time,"GT: mean 5, sd 10",2,0.9,A,2,50,1,2,0.818181818181818,0.777777777777778,0.035006970165326,0.994381726506802,0.0404040404040406,TRUE,TRUE,TRUE,8,9
generation_time,"GT: mean 5, sd 10",2,0.9,B,2,50,1,2,-0.818181818181818,0,-0.76376550248595,0.76376550248595,-0.818181818181818,FALSE,TRUE,FALSE,3,6
generation_time,"GT: mean 5, sd 10",2,1,A,2,50,1,2,0.818181818181818,0.857142857142857,0.322631020136358,0.996386438681749,-0.038961038961039,TRUE,TRUE,TRUE,13,14
generation_time,"GT: mean 5, sd 10",2,1,B,2,50,1,2,-0.818181818181818,0,-0.76376550248595,0.76376550248595,-0.818181818181818,FALSE,TRUE,FALSE,3,6
generation_time,"GT: mean 5, sd 10",3,0.7,A,2,50,1,2,0.818181818181818,1,-0.95,1,-0.181818181818182,TRUE,TRUE,FALSE,1,1
generation_time,"GT: mean 5, sd 10",3,0.7,B,2,50,1,2,-0.818181818181818,-1,-1,0.204729271232949,0.181818181818182,TRUE,TRUE,FALSE,0,4
generation_time,"GT: mean 5, sd 10",3,0.8,A,2,50,1,2,0.818181818181818,1,-0.95,1,-0.181818181818182,TRUE,TRUE,FALSE,1,1
generation_time,"GT: mean 5, sd 10",3,0.8,B,2,50,1,2,-0.818181818181818,-1,-1,0.204729271232949,0.181818181818182,TRUE,TRUE,FALSE,0,4
generation_time,"GT: mean 5, sd 10",3,0.9,A,2,50,1,2,0.818181818181818,1,0.261166704894362,1,-0.181818181818182,TRUE,TRUE,TRUE,8,8
generation_time,"GT: mean 5, sd 10",3,0.9,B,2,50,1,2,-0.818181818181818,-1,-1,0.204729271232949,0.181818181818182,TRUE,TRUE,FALSE,0,4
generation_time,"GT: mean 5, sd 10",3,1,A,2,50,1,2,0.818181818181818,1,0.383005784362478,1,-0.181818181818182,TRUE,TRUE,TRUE,10,10
generation_time,"GT: mean 5, sd 10",3,1,B,2,50,1,2,-0.818181818181818,-1,-1,0.0436475002099628,0.181818181818182,TRUE,TRUE,FALSE,0,5
generation_time,"GT: mean 5, sd 10",4,0.7,A,2,50,1,2,0.818181818181818,0.2,-0.706734400730654,0.894510098947366,0.618181818181818,TRUE,TRUE,FALSE,3,5
generation_time,"GT: mean 5, sd 10",4,0.7,B,2,50,1,2,-0.818181818181818,-1,-1,0.95,0.181818181818182,TRUE,TRUE,FALSE,0,1
generation_time,"GT: mean 5, sd 10",4,0.8,A,2,50,1,2,0.818181818181818,0.2,-0.706734400730654,0.894510098947366,0.618181818181818,TRUE,TRUE,FALSE,3,5
generation_time,"GT: mean 5, sd 10",4,0.8,B,2,50,1,2,-0.818181818181818,-1,-1,0.95,0.181818181818182,TRUE,TRUE,FALSE,0,1
generation_time,"GT: mean 5, sd 10",4,0.9,A,2,50,1,2,0.818181818181818,0.454545454545455,-0.219485119144842,0.879564531654187,0.363636363636364,TRUE,TRUE,FALSE,8,11
generation_time,"GT: mean 5, sd 10",4,0.9,B,2,50,1,2,-0.818181818181818,-1,-1,0.204729271232949,0.181818181818182,TRUE,TRUE,FALSE,0,4
generation_time,"GT: mean 5, sd 10",4,1,A,2,50,1,2,0.818181818181818,0.666666666666667,0.171645017210452,0.928429833756851,0.151515151515152,TRUE,TRUE,TRUE,15,18
generation_time,"GT: mean 5, sd 10",4,1,B,2,50,1,2,-0.818181818181818,-1,-1,0.0436475002099628,0.181818181818182,TRUE,TRUE,FALSE,0,5
generation_time,"GT: mean 5, sd 10",5,0.7,A,2,50,1,2,0.818181818181818,1,-0.95,1,-0.181818181818182,TRUE,TRUE,FALSE,1,1
generation_time,"GT: mean 5, sd 10",5,0.7,B,2,50,1,2,-0.818181818181818,-1,-1,0.95,0.181818181818182,TRUE,TRUE,FALSE,0,1
generation_time,"GT: mean 5, sd 10",5,0.8,A,2,50,1,2,0.818181818181818,1,-0.95,1,-0.181818181818182,TRUE,TRUE,FALSE,1,1
generation_time,"GT: mean 5, sd 10",5,0.8,B,2,50,1,2,-0.818181818181818,-1,-1,0.95,0.181818181818182,TRUE,TRUE,FALSE,0,1
generation_time,"GT: mean 5, sd 10",5,0.9,A,2,50,1,2,0.818181818181818,1,0.0814837471201992,1,-0.181818181818182,TRUE,TRUE,TRUE,6,6
generation_time,"GT: mean 5, sd 10",5,0.9,B,2,50,1,2,-0.818181818181818,-1,-1,0.95,0.181818181818182,TRUE,TRUE,FALSE,0,1
generation_time,"GT: mean 5, sd 10",5,1,A,2,50,1,2,0.818181818181818,0.882352941176471,0.426221206665559,0.997023651217467,-0.0641711229946523,TRUE,TRUE,TRUE,16,17
generation_time,"GT: mean 5, sd 10",5,1,B,2,50,1,2,-0.818181818181818,-1,-1,0.95,0.181818181818182,TRUE,TRUE,FALSE,0,1
generation_time,"GT: mean 5, sd 10",6,0.7,A,2,50,1,2,0.818181818181818,1,0.180767205549993,1,-0.181818181818182,TRUE,TRUE,TRUE,7,7
generation_time,"GT: mean 5, sd 10",6,0.7,B,2,50,1,2,-0.818181818181818,-1,-1,0.95,0.181818181818182,TRUE,TRUE,FALSE,0,1
generation_time,"GT: mean 5, sd 10",6,0.8,A,2,50,1,2,0.818181818181818,1,0.180767205549993,1,-0.181818181818182,TRUE,TRUE,TRUE,7,7
generation_time,"GT: mean 5, sd 10",6,0.8,B,2,50,1,2,-0.818181818181818,-1,-1,0.415196452357427,0.181818181818182,TRUE,TRUE,FALSE,0,3
generation_time,"GT: mean 5, sd 10",6,0.9,A,2,50,1,2,0.818181818181818,1,0.383005784362478,1,-0.181818181818182,TRUE,TRUE,TRUE,10,10
generation_time,"GT: mean 5, sd 10",6,0.9,B,2,50,1,2,-0.818181818181818,-1,-1,0.415196452357427,0.181818181818182,TRUE,TRUE,FALSE,0,3
generation_time,"GT: mean 5, sd 10",6,1,A,2,50,1,2,0.818181818181818,0.833333333333333,0.230407669698112,0.99578481353628,-0.015151515151515,TRUE,TRUE,TRUE,11,12
generation_time,"GT: mean 5, sd 10",6,1,B,2,50,1,2,-0.818181818181818,-1,-1,0.415196452357427,0.181818181818182,TRUE,TRUE,FALSE,0,3
generation_time,"GT: mean 5, sd 10",7,0.7,A,2,50,1,2,0.818181818181818,-1,-1,-1,1.81818181818182,FALSE,TRUE,TRUE,2,3
generation_time,"GT: mean 5, sd 10",7,0.7,B,2,50,1,2,-0.818181818181818,1,1,1,-1.81818181818182,FALSE,TRUE,TRUE,,
generation_time,"GT: mean 5, sd 10",7,0.8,A,2,50,1,2,0.818181818181818,-1,-1,-1,1.81818181818182,FALSE,TRUE,TRUE,2,3
generation_time,"GT: mean 5, sd 10",7,0.8,B,2,50,1,2,-0.818181818181818,1,1,1,-1.81818181818182,FALSE,TRUE,TRUE,,
generation_time,"GT: mean 5, sd 10",7,0.9,A,2,50,1,2,0.818181818181818,-1,-1,-1,1.81818181818182,FALSE,TRUE,TRUE,3,4
generation_time,"GT: mean 5, sd 10",7,0.9,B,2,50,1,2,-0.818181818181818,1,1,1,-1.81818181818182,FALSE,TRUE,TRUE,,
generation_time,"GT: mean 5, sd 10",7,1,A,2,50,1,2,0.818181818181818,0.6,-0.432835872236179,0.989898473241064,0.218181818181818,TRUE,TRUE,FALSE,4,5
generation_time,"GT: mean 5, sd 10",7,1,B,2,50,1,2,-0.818181818181818,1,1,1,-1.81818181818182,FALSE,TRUE,TRUE,,
generation_time,"GT: mean 5, sd 10",8,0.7,A,2,50,1,2,0.818181818181818,1,-0.0436475002099628,1,-0.181818181818182,TRUE,TRUE,FALSE,5,5
generation_time,"GT: mean 5, sd 10",8,0.7,B,2,50,1,2,-0.818181818181818,-1,-1,0.95,0.181818181818182,TRUE,TRUE,FALSE,0,1
generation_time,"GT: mean 5, sd 10",8,0.8,A,2,50,1,2,0.818181818181818,1,0.505894723999058,1,-0.181818181818182,TRUE,TRUE,TRUE,13,13
generation_time,"GT: mean 5, sd 10",8,0.8,B,2,50,1,2,-0.818181818181818,-1,-1,0.415196452357427,0.181818181818182,TRUE,TRUE,FALSE,0,3
generation_time,"GT: mean 5, sd 10",8,0.9,A,2,50,1,2,0.818181818181818,0.875,0.395358523130936,0.996837776554468,-0.0568181818181818,TRUE,TRUE,TRUE,15,16
generation_time,"GT: mean 5, sd 10",8,0.9,B,2,50,1,2,-0.818181818181818,-1,-1,0.415196452357427,0.181818181818182,TRUE,TRUE,FALSE,0,3
generation_time,"GT: mean 5, sd 10",8,1,A,2,50,1,2,0.818181818181818,0.882352941176471,0.426221206665559,0.997023651217467,-0.0641711229946523,TRUE,TRUE,TRUE,16,17
generation_time,"GT: mean 5, sd 10",8,1,B,2,50,1,2,-0.818181818181818,-1,-1,0.415196452357427,0.181818181818182,TRUE,TRUE,FALSE,0,3
generation_time,"GT: mean 5, sd 10",9,0.7,A,2,50,1,2,0.818181818181818,0.8,0.109967765943609,0.994942842911076,0.0181818181818182,TRUE,TRUE,TRUE,9,10
generation_time,"GT: mean 5, sd 10",9,0.7,B,2,50,1,2,-0.818181818181818,0,-0.97484176581315,0.97484176581315,-0.818181818181818,TRUE,TRUE,FALSE,1,2
generation_time,"GT: mean 5, sd 10",9,0.8,A,2,50,1,2,0.818181818181818,0.818181818181818,0.174440166023235,0.995402055572372,1.11022302462516e-16,TRUE,TRUE,TRUE,10,11
generation_time,"GT: mean 5, sd 10",9,0.8,B,2,50,1,2,-0.818181818181818,-0.333333333333333,-0.983192482680775,0.811401351899508,-0.484848484848485,TRUE,TRUE,FALSE,1,3
generation_time,"GT: mean 5, sd 10",9,0.9,A,2,50,1,2,0.818181818181818,0.846153846153846,0.279405129464245,0.996108743005307,-0.027972027972028,TRUE,TRUE,TRUE,12,13
generation_time,"GT: mean 5, sd 10",9,0.9,B,2,50,1,2,-0.818181818181818,-0.6,-0.989898473241064,0.432835872236179,-0.218181818181818,TRUE,TRUE,FALSE,1,5
generation_time,"GT: mean 5, sd 10",9,1,A,2,50,1,2,0.818181818181818,0.866666666666667,0.361030866843394,0.996627139517295,-0.0484848484848485,TRUE,TRUE,TRUE,14,15
generation_time,"GT: mean 5, sd 10",9,1,B,2,50,1,2,-0.818181818181818,-0.6,-0.989898473241064,0.432835872236179,-0.218181818181818,TRUE,TRUE,FALSE,1,5
generation_time,"GT: mean 5, sd 10",10,0.7,A,2,50,1,2,0.818181818181818,0.818181818181818,0.174440166023235,0.995402055572372,1.11022302462516e-16,TRUE,TRUE,TRUE,10,11
generation_time,"GT: mean 5, sd 10",10,0.7,B,2,50,1,2,-0.818181818181818,-1,-1,0.683772233983162,0.181818181818182,TRUE,TRUE,FALSE,0,2
generation_time,"GT: mean 5, sd 10",10,0.8,A,2,50,1,2,0.818181818181818,0.733333333333333,0.190794606793256,0.966848173119833,0.0848484848484848,TRUE,TRUE,TRUE,13,15
generation_time,"GT: mean 5, sd 10",10,0.8,B,2,50,1,2,-0.818181818181818,-1,-1,0.683772233983162,0.181818181818182,TRUE,TRUE,FALSE,0,2
generation_time,"GT: mean 5, sd 10",10,0.9,A,2,50,1,2,0.818181818181818,0.818181818181818,0.416774516892133,0.977588827951698,1.11022302462516e-16,TRUE,TRUE,TRUE,20,22
generation_time,"GT: mean 5, sd 10",10,0.9,B,2,50,1,2,-0.818181818181818,-1,-1,0.683772233983162,0.181818181818182,TRUE,TRUE,FALSE,0,2
generation_time,"GT: mean 5, sd 10",10,1,A,2,50,1,2,0.818181818181818,0.857142857142857,0.529930453650819,0.982459006592946,-0.038961038961039,TRUE,TRUE,TRUE,26,28
generation_time,"GT: mean 5, sd 10",10,1,B,2,50,1,2,-0.818181818181818,-1,-1,0.683772233983162,0.181818181818182,TRUE,TRUE,FALSE,0,2
generation_time,"GT: mean 5, sd 10",11,0.7,A,2,50,1,2,0.818181818181818,0.846153846153846,0.279405129464245,0.996108743005307,-0.027972027972028,TRUE,TRUE,TRUE,12,13
generation_time,"GT: mean 5, sd 10",11,0.7,B,2,50,1,2,-0.818181818181818,-1,-1,0.95,0.181818181818182,TRUE,TRUE,FALSE,0,1
generation_time,"GT: mean 5, sd 10",11,0.8,A,2,50,1,2,0.818181818181818,0.75,0.233047526301473,0.968972792369172,0.0681818181818182,TRUE,TRUE,TRUE,14,16
generation_time,"GT: mean 5, sd 10",11,0.8,B,2,50,1,2,-0.818181818181818,-1,-1,0.95,0.181818181818182,TRUE,TRUE,FALSE,0,1
generation_time,"GT: mean 5, sd 10",11,0.9,A,2,50,1,2,0.818181818181818,0.684210526315789,0.208430897466652,0.932347501996471,0.133971291866029,TRUE,TRUE,TRUE,16,19
generation_time,"GT: mean 5, sd 10",11,0.9,B,2,50,1,2,-0.818181818181818,-1,-1,0.95,0.181818181818182,TRUE,TRUE,FALSE,0,1
generation_time,"GT: mean 5, sd 10",11,1,A,2,50,1,2,0.818181818181818,0.619047619047619,0.161867917632944,0.891072863643186,0.199134199134199,TRUE,TRUE,TRUE,17,21
generation_time,"GT: mean 5, sd 10",11,1,B,2,50,1,2,-0.818181818181818,-1,-1,0.95,0.181818181818182,TRUE,TRUE,FALSE,0,1
generation_time,"GT: mean 5, sd 10",12,0.7,A,2,50,1,2,0.818181818181818,1,0.0814837471201992,1,-0.181818181818182,TRUE,TRUE,TRUE,6,6
generation_time,"GT: mean 5, sd 10",12,0.7,B,2,50,1,2,-0.818181818181818,-1,-1,0.95,0.181818181818182,TRUE,TRUE,FALSE,0,1
generation_time,"GT: mean 5, sd 10",12,0.8,A,2,50,1,2,0.818181818181818,0.777777777777778,0.035006970165326,0.994381726506802,0.0404040404040406,TRUE,TRUE,TRUE,8,9
generation_time,"GT: mean 5, sd 10",12,0.8,B,2,50,1,2,-0.818181818181818,-1,-1,0.683772233983162,0.181818181818182,TRUE,TRUE,FALSE,0,2
generation_time,"GT: mean 5, sd 10",12,0.9,A,2,50,1,2,0.818181818181818,0.777777777777778,0.035006970165326,0.994381726506802,0.0404040404040406,TRUE,TRUE,TRUE,8,9
generation_time,"GT: mean 5, sd 10",12,0.9,B,2,50,1,2,-0.818181818181818,-1,-1,0.683772233983162,0.181818181818182,TRUE,TRUE,FALSE,0,2
generation_time,"GT: mean 5, sd 10",12,1,A,2,50,1,2,0.818181818181818,0.666666666666667,0.0317245026280659,0.958274949079815,0.151515151515152,TRUE,TRUE,TRUE,10,12
generation_time,"GT: mean 5, sd 10",12,1,B,2,50,1,2,-0.818181818181818,-1,-1,0.415196452357427,0.181818181818182,TRUE,TRUE,FALSE,0,3
generation_time,"GT: mean 5, sd 10",13,0.7,A,2,50,1,2,0.818181818181818,-1,-1,-1,1.81818181818182,FALSE,TRUE,TRUE,5,6
generation_time,"GT: mean 5, sd 10",13,0.7,B,2,50,1,2,-0.818181818181818,-0.5,-0.98738107358058,0.611759100633513,-0.318181818181818,TRUE,TRUE,FALSE,1,4
generation_time,"GT: mean 5, sd 10",13,0.8,A,2,50,1,2,0.818181818181818,-1,-1,-1,1.81818181818182,FALSE,TRUE,TRUE,9,11
generation_time,"GT: mean 5, sd 10",13,0.8,B,2,50,1,2,-0.818181818181818,-0.5,-0.98738107358058,0.611759100633513,-0.318181818181818,TRUE,TRUE,FALSE,1,4
generation_time,"GT: mean 5, sd 10",13,0.9,A,2,50,1,2,0.818181818181818,-1,-1,-1,1.81818181818182,FALSE,TRUE,TRUE,14,16
generation_time,"GT: mean 5, sd 10",13,0.9,B,2,50,1,2,-0.818181818181818,-0.5,-0.98738107358058,0.611759100633513,-0.318181818181818,TRUE,TRUE,FALSE,1,4
generation_time,"GT: mean 5, sd 10",13,1,A,2,50,1,2,0.818181818181818,0.80952380952381,0.392451186172152,0.976501364231108,0.0086580086580087,TRUE,TRUE,TRUE,19,21
generation_time,"GT: mean 5, sd 10",13,1,B,2,50,1,2,-0.818181818181818,-0.5,-0.98738107358058,0.611759100633513,-0.318181818181818,TRUE,TRUE,FALSE,1,4
generation_time,"GT: mean 5, sd 10",14,0.7,A,2,50,1,2,0.818181818181818,1,-1,1,-0.181818181818182,TRUE,TRUE,FALSE,1,1
generation_time,"GT: mean 5, sd 10",14,0.7,B,2,50,1,2,-0.818181818181818,1,1,1,-1.81818181818182,FALSE,TRUE,TRUE,,
generation_time,"GT: mean 5, sd 10",14,0.8,A,2,50,1,2,0.818181818181818,1,-1,1,-0.181818181818182,TRUE,TRUE,FALSE,1,1
generation_time,"GT: mean 5, sd 10",14,0.8,B,2,50,1,2,-0.818181818181818,1,1,1,-1.81818181818182,FALSE,TRUE,TRUE,,
generation_time,"GT: mean 5, sd 10",14,0.9,A,2,50,1,2,0.818181818181818,1,-1,1,-0.181818181818182,TRUE,TRUE,FALSE,1,1
generation_time,"GT: mean 5, sd 10",14,0.9,B,2,50,1,2,-0.818181818181818,1,1,1,-1.81818181818182,FALSE,TRUE,TRUE,,
generation_time,"GT: mean 5, sd 10",14,1,A,2,50,1,2,0.818181818181818,1,-1,1,-0.181818181818182,TRUE,TRUE,FALSE,1,1
generation_time,"GT: mean 5, sd 10",14,1,B,2,50,1,2,-0.818181818181818,1,1,1,-1.81818181818182,FALSE,TRUE,TRUE,,
generation_time,"GT: mean 5, sd 10",15,0.7,A,2,50,1,2,0.818181818181818,1,-0.204729271232949,1,-0.181818181818182,TRUE,TRUE,FALSE,4,4
generation_time,"GT: mean 5, sd 10",15,0.7,B,2,50,1,2,-0.818181818181818,-0.333333333333333,-0.983192482680775,0.811401351899508,-0.484848484848485,TRUE,TRUE,FALSE,1,3
generation_time,"GT: mean 5, sd 10",15,0.8,A,2,50,1,2,0.818181818181818,1,-0.0436475002099628,1,-0.181818181818182,TRUE,TRUE,FALSE,5,5
generation_time,"GT: mean 5, sd 10",15,0.8,B,2,50,1,2,-0.818181818181818,-0.333333333333333,-0.983192482680775,0.811401351899508,-0.484848484848485,TRUE,TRUE,FALSE,1,3
generation_time,"GT: mean 5, sd 10",15,0.9,A,2,50,1,2,0.818181818181818,0.777777777777778,0.035006970165326,0.994381726506802,0.0404040404040406,TRUE,TRUE,TRUE,8,9
generation_time,"GT: mean 5, sd 10",15,0.9,B,2,50,1,2,-0.818181818181818,-0.333333333333333,-0.983192482680775,0.811401351899508,-0.484848484848485,TRUE,TRUE,FALSE,1,3
generation_time,"GT: mean 5, sd 10",15,1,A,2,50,1,2,0.818181818181818,0.818181818181818,0.174440166023235,0.995402055572372,1.11022302462516e-16,TRUE,TRUE,TRUE,10,11
generation_time,"GT: mean 5, sd 10",15,1,B,2,50,1,2,-0.818181818181818,-0.333333333333333,-0.983192482680775,0.811401351899508,-0.484848484848485,TRUE,TRUE,FALSE,1,3
generation_time,"GT: mean 5, sd 10",16,0.7,A,2,50,1,2,0.818181818181818,0.777777777777778,0.035006970165326,0.994381726506802,0.0404040404040406,TRUE,TRUE,TRUE,8,9
generation_time,"GT: mean 5, sd 10",16,0.7,B,2,50,1,2,-0.818181818181818,-1,-1,0.683772233983162,0.181818181818182,TRUE,TRUE,FALSE,0,2
generation_time,"GT: mean 5, sd 10",16,0.8,A,2,50,1,2,0.818181818181818,0.777777777777778,0.035006970165326,0.994381726506802,0.0404040404040406,TRUE,TRUE,TRUE,8,9
generation_time,"GT: mean 5, sd 10",16,0.8,B,2,50,1,2,-0.818181818181818,-1,-1,0.683772233983162,0.181818181818182,TRUE,TRUE,FALSE,0,2
generation_time,"GT: mean 5, sd 10",16,0.9,A,2,50,1,2,0.818181818181818,0.833333333333333,0.230407669698112,0.99578481353628,-0.015151515151515,TRUE,TRUE,TRUE,11,12
generation_time,"GT: mean 5, sd 10",16,0.9,B,2,50,1,2,-0.818181818181818,-1,-1,0.683772233983162,0.181818181818182,TRUE,TRUE,FALSE,0,2
generation_time,"GT: mean 5, sd 10",16,1,A,2,50,1,2,0.818181818181818,0.777777777777778,0.305759122782656,0.972497568671271,0.0404040404040406,TRUE,TRUE,TRUE,16,18
generation_time,"GT: mean 5, sd 10",16,1,B,2,50,1,2,-0.818181818181818,-1,-1,0.415196452357427,0.181818181818182,TRUE,TRUE,FALSE,0,3
generation_time,"GT: mean 5, sd 10",17,0.7,A,2,50,1,2,0.818181818181818,-1,-1,-1,1.81818181818182,FALSE,TRUE,TRUE,5,6
generation_time,"GT: mean 5, sd 10",17,0.7,B,2,50,1,2,-0.818181818181818,1,1,1,-1.81818181818182,FALSE,TRUE,TRUE,,
generation_time,"GT: mean 5, sd 10",17,0.8,A,2,50,1,2,0.818181818181818,0.833333333333333,0.230407669698112,0.99578481353628,-0.015151515151515,TRUE,TRUE,TRUE,11,12
generation_time,"GT: mean 5, sd 10",17,0.8,B,2,50,1,2,-0.818181818181818,0,-0.97484176581315,0.97484176581315,-0.818181818181818,TRUE,TRUE,FALSE,1,2
generation_time,"GT: mean 5, sd 10",17,0.9,A,2,50,1,2,0.818181818181818,0.866666666666667,0.361030866843394,0.996627139517295,-0.0484848484848485,TRUE,TRUE,TRUE,14,15
generation_time,"GT: mean 5, sd 10",17,0.9,B,2,50,1,2,-0.818181818181818,0.333333333333333,-0.811401351899508,0.983192482680775,-1.15151515151515,FALSE,TRUE,FALSE,2,3
generation_time,"GT: mean 5, sd 10",17,1,A,2,50,1,2,0.818181818181818,0.9,0.502534474455945,0.997469821004101,-0.0818181818181817,TRUE,TRUE,TRUE,19,20
generation_time,"GT: mean 5, sd 10",17,1,B,2,50,1,2,-0.818181818181818,0.333333333333333,-0.811401351899508,0.983192482680775,-1.15151515151515,FALSE,TRUE,FALSE,2,3
generation_time,"GT: mean 5, sd 10",18,0.7,A,2,50,1,2,0.818181818181818,0.428571428571429,-0.419158272525315,0.926614867647829,0.38961038961039,TRUE,TRUE,FALSE,5,7
generation_time,"GT: mean 5, sd 10",18,0.7,B,2,50,1,2,-0.818181818181818,-1,-1,0.204729271232949,0.181818181818182,TRUE,TRUE,FALSE,0,4
generation_time,"GT: mean 5, sd 10",18,0.8,A,2,50,1,2,0.818181818181818,0.428571428571429,-0.419158272525315,0.926614867647829,0.38961038961039,TRUE,TRUE,FALSE,5,7
generation_time,"GT: mean 5, sd 10",18,0.8,B,2,50,1,2,-0.818181818181818,-1,-1,0.204729271232949,0.181818181818182,TRUE,TRUE,FALSE,0,4
generation_time,"GT: mean 5, sd 10",18,0.9,A,2,50,1,2,0.818181818181818,0.6,0.038217732386294,0.913375989788327,0.218181818181818,TRUE,TRUE,TRUE,12,15
generation_time,"GT: mean 5, sd 10",18,0.9,B,2,50,1,2,-0.818181818181818,-1,-1,0.0436475002099628,0.181818181818182,TRUE,TRUE,FALSE,0,5
generation_time,"GT: mean 5, sd 10",18,1,A,2,50,1,2,0.818181818181818,0.652173913043478,0.224376220090405,0.900984709388413,0.16600790513834,TRUE,TRUE,TRUE,19,23
generation_time,"GT: mean 5, sd 10",18,1,B,2,50,1,2,-0.818181818181818,-1,-1,0.0436475002099628,0.181818181818182,TRUE,TRUE,FALSE,0,5
generation_time,"GT: mean 5, sd 10",19,0.7,A,2,50,1,2,0.818181818181818,1,-1,1,-0.181818181818182,TRUE,TRUE,FALSE,13,13
generation_time,"GT: mean 5, sd 10",19,0.7,B,2,50,1,2,-0.818181818181818,1,1,1,-1.81818181818182,FALSE,TRUE,TRUE,,
generation_time,"GT: mean 5, sd 10",19,0.8,A,2,50,1,2,0.818181818181818,-1,-1,-1,1.81818181818182,FALSE,TRUE,TRUE,14,15
generation_time,"GT: mean 5, sd 10",19,0.8,B,2,50,1,2,-0.818181818181818,1,1,1,-1.81818181818182,FALSE,TRUE,TRUE,,
generation_time,"GT: mean 5, sd 10",19,0.9,A,2,50,1,2,0.818181818181818,0.894736842105263,0.479438691609572,0.997336742391641,-0.0765550239234448,TRUE,TRUE,TRUE,18,19
generation_time,"GT: mean 5, sd 10",19,0.9,B,2,50,1,2,-0.818181818181818,-1,-1,0.683772233983162,0.181818181818182,TRUE,TRUE,FALSE,0,2
generation_time,"GT: mean 5, sd 10",19,1,A,2,50,1,2,0.818181818181818,0.833333333333333,0.460054396884793,0.9794873174375,-0.015151515151515,TRUE,TRUE,TRUE,22,24
generation_time,"GT: mean 5, sd 10",19,1,B,2,50,1,2,-0.818181818181818,-1,-1,0.683772233983162,0.181818181818182,TRUE,TRUE,FALSE,0,2
generation_time,"GT: mean 5, sd 10",20,0.7,A,2,50,1,2,0.818181818181818,1,-0.204729271232949,1,-0.181818181818182,TRUE,TRUE,FALSE,4,4
generation_time,"GT: mean 5, sd 10",20,0.7,B,2,50,1,2,-0.818181818181818,-1,-1,0.95,0.181818181818182,TRUE,TRUE,FALSE,0,1
generation_time,"GT: mean 5, sd 10",20,0.8,A,2,50,1,2,0.818181818181818,1,0.261166704894362,1,-0.181818181818182,TRUE,TRUE,TRUE,8,8
generation_time,"GT: mean 5, sd 10",20,0.8,B,2,50,1,2,-0.818181818181818,-1,-1,0.95,0.181818181818182,TRUE,TRUE,FALSE,0,1
generation_time,"GT: mean 5, sd 10",20,0.9,A,2,50,1,2,0.818181818181818,1,0.588185571584355,1,-0.181818181818182,TRUE,TRUE,TRUE,16,16
generation_time,"GT: mean 5, sd 10",20,0.9,B,2,50,1,2,-0.818181818181818,-1,-1,0.683772233983162,0.181818181818182,TRUE,TRUE,FALSE,0,2
generation_time,"GT: mean 5, sd 10",20,1,A,2,50,1,2,0.818181818181818,1,0.609871354061814,1,-0.181818181818182,TRUE,TRUE,TRUE,17,17
generation_time,"GT: mean 5, sd 10",20,1,B,2,50,1,2,-0.818181818181818,-1,-1,0.415196452357427,0.181818181818182,TRUE,TRUE,FALSE,0,3
generation_time,"GT: mean 5, sd 10",21,0.7,A,2,50,1,2,0.818181818181818,1,0.0814837471201992,1,-0.181818181818182,TRUE,TRUE,TRUE,6,6
generation_time,"GT: mean 5, sd 10",21,0.7,B,2,50,1,2,-0.818181818181818,-1,-1,0.95,0.181818181818182,TRUE,TRUE,FALSE,0,1
generation_time,"GT: mean 5, sd 10",21,0.8,A,2,50,1,2,0.818181818181818,1,0.0814837471201992,1,-0.181818181818182,TRUE,TRUE,TRUE,6,6
generation_time,"GT: mean 5, sd 10",21,0.8,B,2,50,1,2,-0.818181818181818,-1,-1,0.95,0.181818181818182,TRUE,TRUE,FALSE,0,1
generation_time,"GT: mean 5, sd 10",21,0.9,A,2,50,1,2,0.818181818181818,0.857142857142857,0.322631020136358,0.996386438681749,-0.038961038961039,TRUE,TRUE,TRUE,13,14
generation_time,"GT: mean 5, sd 10",21,0.9,B,2,50,1,2,-0.818181818181818,-1,-1,0.683772233983162,0.181818181818182,TRUE,TRUE,FALSE,0,2
generation_time,"GT: mean 5, sd 10",21,1,A,2,50,1,2,0.818181818181818,0.882352941176471,0.426221206665559,0.997023651217467,-0.0641711229946523,TRUE,TRUE,TRUE,16,17
generation_time,"GT: mean 5, sd 10",21,1,B,2,50,1,2,-0.818181818181818,-1,-1,0.683772233983162,0.181818181818182,TRUE,TRUE,FALSE,0,2
generation_time,"GT: mean 5, sd 10",22,0.7,A,2,50,1,2,0.818181818181818,1,-0.95,1,-0.181818181818182,TRUE,TRUE,FALSE,1,1
generation_time,"GT: mean 5, sd 10",22,0.7,B,2,50,1,2,-0.818181818181818,1,1,1,-1.81818181818182,FALSE,TRUE,TRUE,,
