param,scenario,simulation,peak_coeff,name,n_groups,size,intro_n,r0,delta,est,lower_ci,upper_ci,bias,is_within_ci,significant_delta,significant_est,successes,trials
n_groups,3 groups: 3rd neutral,29,1,C,3,100,1,2,0,-0.0588235294117647,-0.418231075554092,0.289406157054884,0.0588235294117647,TRUE,FALSE,FALSE,12,39
n_groups,3 groups: 3rd neutral,30,0.7,A,3,100,1,2,0.818181818181818,0.866666666666667,0.285357140839958,0.996835276643318,-0.0484848484848485,TRUE,TRUE,TRUE,7,8
n_groups,3 groups: 3rd neutral,30,0.7,B,3,100,1,2,-0.818181818181818,-1,-1,-0.247713426769043,0.181818181818182,TRUE,TRUE,TRUE,0,14
n_groups,3 groups: 3rd neutral,30,0.7,C,3,100,1,2,0,-0.272727272727273,-0.759073295002494,0.290657147820914,0.272727272727273,TRUE,FALSE,FALSE,4,18
n_groups,3 groups: 3rd neutral,30,0.8,A,3,100,1,2,0.818181818181818,0.875,0.554400582765054,0.985313624498864,-0.0568181818181818,TRUE,TRUE,TRUE,15,17
n_groups,3 groups: 3rd neutral,30,0.8,B,3,100,1,2,-0.818181818181818,-1,-1,-0.445016118860314,0.181818181818182,TRUE,TRUE,TRUE,0,21
n_groups,3 groups: 3rd neutral,30,0.8,C,3,100,1,2,0,-0.2,-0.643881927179861,0.273556611737878,0.2,TRUE,FALSE,FALSE,6,24
n_groups,3 groups: 3rd neutral,30,0.9,A,3,100,1,2,0.818181818181818,0.923076923076923,0.723523853717202,0.990858332135503,-0.104895104895105,TRUE,TRUE,TRUE,25,27
n_groups,3 groups: 3rd neutral,30,0.9,B,3,100,1,2,-0.818181818181818,-1,-1,-0.532711927045551,0.181818181818182,TRUE,TRUE,TRUE,0,26
n_groups,3 groups: 3rd neutral,30,0.9,C,3,100,1,2,0,-0.176470588235294,-0.599891619643727,0.265609297529929,0.176470588235294,TRUE,FALSE,FALSE,7,27
n_groups,3 groups: 3rd neutral,30,1,A,3,100,1,2,0.818181818181818,0.922077922077922,0.772996216638941,0.984132929006313,-0.103896103896104,TRUE,TRUE,TRUE,37,40
n_groups,3 groups: 3rd neutral,30,1,B,3,100,1,2,-0.818181818181818,-0.882352941176471,-0.996934702513464,-0.455443010080224,0.0641711229946524,TRUE,TRUE,TRUE,1,33
n_groups,3 groups: 3rd neutral,30,1,C,3,100,1,2,0,0.0212765957446808,-0.357608557278964,0.372069007075257,-0.0212765957446808,TRUE,FALSE,FALSE,12,35
n_groups,3 groups: 3rd neutral,31,0.7,A,3,100,1,2,0.818181818181818,0.230769230769231,-0.518043324836478,0.762852890986716,0.587412587412588,FALSE,TRUE,FALSE,4,9
n_groups,3 groups: 3rd neutral,31,0.7,B,3,100,1,2,-0.818181818181818,-1,-1,0.371574730829333,0.181818181818182,TRUE,TRUE,FALSE,0,5
n_groups,3 groups: 3rd neutral,31,0.7,C,3,100,1,2,0,0.142857142857143,-0.566485619408951,0.698003261728421,-0.142857142857143,TRUE,FALSE,FALSE,4,10
n_groups,3 groups: 3rd neutral,31,0.8,A,3,100,1,2,0.818181818181818,0.4,-0.196559268942131,0.787326151606757,0.418181818181818,FALSE,TRUE,FALSE,7,13
n_groups,3 groups: 3rd neutral,31,0.8,B,3,100,1,2,-0.818181818181818,-1,-1,0.258881120807149,0.181818181818182,TRUE,TRUE,FALSE,0,6
n_groups,3 groups: 3rd neutral,31,0.8,C,3,100,1,2,0,-0.0588235294117647,-0.666628674193008,0.522086973395686,0.0588235294117647,TRUE,FALSE,FALSE,4,13
n_groups,3 groups: 3rd neutral,31,0.9,A,3,100,1,2,0.818181818181818,0.5,0.0599964769085326,0.788601271395079,0.318181818181818,FALSE,TRUE,TRUE,12,20
n_groups,3 groups: 3rd neutral,31,0.9,B,3,100,1,2,-0.818181818181818,-0.636363636363636,-0.989911196155094,0.231864784853503,-0.181818181818182,TRUE,TRUE,FALSE,1,10
n_groups,3 groups: 3rd neutral,31,0.9,C,3,100,1,2,0,-0.04,-0.553153194860253,0.444908341453666,0.04,TRUE,FALSE,FALSE,6,19
n_groups,3 groups: 3rd neutral,31,1,A,3,100,1,2,0.818181818181818,0.672727272727273,0.389935028913297,0.852398687000895,0.145454545454546,TRUE,TRUE,TRUE,23,32
n_groups,3 groups: 3rd neutral,31,1,B,3,100,1,2,-0.818181818181818,-0.733333333333333,-0.992785911638823,0.0119919741479049,-0.0848484848484847,TRUE,TRUE,FALSE,1,14
n_groups,3 groups: 3rd neutral,31,1,C,3,100,1,2,0,0.0285714285714286,-0.412549592071298,0.43041553388233,-0.0285714285714286,TRUE,FALSE,FALSE,9,26
n_groups,3 groups: 3rd neutral,32,0.7,A,3,100,1,2,0.818181818181818,0.555555555555555,-0.0583267680660417,0.884422350155646,0.262626262626263,TRUE,TRUE,FALSE,7,11
n_groups,3 groups: 3rd neutral,32,0.7,B,3,100,1,2,-0.818181818181818,-1,-1,0.162348559597864,0.181818181818182,TRUE,TRUE,FALSE,0,7
n_groups,3 groups: 3rd neutral,32,0.7,C,3,100,1,2,0,-0.2,-0.791970077516578,0.455241615571123,0.2,TRUE,FALSE,FALSE,3,12
n_groups,3 groups: 3rd neutral,32,0.8,A,3,100,1,2,0.818181818181818,0.67741935483871,0.269993607661542,0.898111796948707,0.140762463343109,TRUE,TRUE,TRUE,13,18
n_groups,3 groups: 3rd neutral,32,0.8,B,3,100,1,2,-0.818181818181818,-1,-1,0.162348559597864,0.181818181818182,TRUE,TRUE,FALSE,0,7
n_groups,3 groups: 3rd neutral,32,0.8,C,3,100,1,2,0,-0.333333333333333,-0.833944189681042,0.298923662458969,0.333333333333333,TRUE,FALSE,FALSE,3,15
n_groups,3 groups: 3rd neutral,32,0.9,A,3,100,1,2,0.818181818181818,0.636363636363636,0.301133268711985,0.845686528250792,0.181818181818182,TRUE,TRUE,TRUE,18,26
n_groups,3 groups: 3rd neutral,32,0.9,B,3,100,1,2,-0.818181818181818,-1,-1,-0.247713426769043,0.181818181818182,TRUE,TRUE,TRUE,0,14
n_groups,3 groups: 3rd neutral,32,0.9,C,3,100,1,2,0,-0.368421052631579,-0.844402669334065,0.25360841670871,0.368421052631579,TRUE,FALSE,FALSE,3,16
n_groups,3 groups: 3rd neutral,32,1,A,3,100,1,2,0.818181818181818,0.68421052631579,0.410603634966284,0.857529586009767,0.133971291866029,TRUE,TRUE,TRUE,24,33
n_groups,3 groups: 3rd neutral,32,1,B,3,100,1,2,-0.818181818181818,-0.8,-0.994680568291767,-0.173896216437843,-0.0181818181818182,TRUE,TRUE,TRUE,1,19
n_groups,3 groups: 3rd neutral,32,1,C,3,100,1,2,0,-0.172413793103448,-0.628821843010817,0.304676601780125,0.172413793103448,TRUE,FALSE,FALSE,6,23
n_groups,3 groups: 3rd neutral,33,0.7,A,3,100,1,2,0.818181818181818,0.714285714285714,0.19915716108887,0.943592067711076,0.103896103896104,TRUE,TRUE,TRUE,9,12
n_groups,3 groups: 3rd neutral,33,0.7,B,3,100,1,2,-0.818181818181818,-0.636363636363636,-0.989911196155094,0.231864784853503,-0.181818181818182,TRUE,TRUE,FALSE,1,10
n_groups,3 groups: 3rd neutral,33,0.7,C,3,100,1,2,0,0.5,-0.168622835047414,0.870582230838998,-0.5,TRUE,FALSE,FALSE,6,10
n_groups,3 groups: 3rd neutral,33,0.8,A,3,100,1,2,0.818181818181818,0.7,0.361387117563735,0.892200678149236,0.118181818181818,TRUE,TRUE,TRUE,17,23
n_groups,3 groups: 3rd neutral,33,0.8,B,3,100,1,2,-0.818181818181818,-0.428571428571429,-0.918255299064133,0.304832382613043,-0.389610389610389,TRUE,TRUE,FALSE,2,12
n_groups,3 groups: 3rd neutral,33,0.8,C,3,100,1,2,0,0.333333333333333,-0.174123068600152,0.70089760368344,-0.333333333333333,TRUE,FALSE,FALSE,9,18
n_groups,3 groups: 3rd neutral,33,0.9,A,3,100,1,2,0.818181818181818,0.671641791044776,0.421457060895058,0.837821322917807,0.146540027137042,TRUE,TRUE,TRUE,28,39
n_groups,3 groups: 3rd neutral,33,0.9,B,3,100,1,2,-0.818181818181818,-0.428571428571429,-0.918255299064133,0.304832382613043,-0.389610389610389,TRUE,TRUE,FALSE,2,12
n_groups,3 groups: 3rd neutral,33,0.9,C,3,100,1,2,0,0.297297297297297,-0.129968801827095,0.628846911001481,-0.297297297297297,TRUE,FALSE,FALSE,12,25
n_groups,3 groups: 3rd neutral,33,1,A,3,100,1,2,0.818181818181818,0.726315789473684,0.536331039665915,0.85538493769237,0.091866028708134,TRUE,TRUE,TRUE,41,54
n_groups,3 groups: 3rd neutral,33,1,B,3,100,1,2,-0.818181818181818,-0.428571428571429,-0.861804987522206,0.171500731457066,-0.389610389610389,TRUE,TRUE,FALSE,3,18
n_groups,3 groups: 3rd neutral,33,1,C,3,100,1,2,0,0.217391304347826,-0.165463215083437,0.535996425569812,-0.217391304347826,TRUE,FALSE,FALSE,14,32
n_groups,3 groups: 3rd neutral,34,0.7,A,3,100,1,2,0.818181818181818,0.67741935483871,0.269993607661542,0.898111796948707,0.140762463343109,TRUE,TRUE,TRUE,13,18
n_groups,3 groups: 3rd neutral,34,0.7,B,3,100,1,2,-0.818181818181818,-0.333333333333333,-0.979898474530839,0.669565252244719,-0.484848484848485,TRUE,TRUE,FALSE,1,5
n_groups,3 groups: 3rd neutral,34,0.7,C,3,100,1,2,0,-5.55111512312578e-17,-0.966665103784289,0.901034485383441,5.55111512312578e-17,TRUE,FALSE,FALSE,1,3
n_groups,3 groups: 3rd neutral,34,0.8,A,3,100,1,2,0.818181818181818,0.674418604651163,0.344174727596252,0.871529015592679,0.143763213530655,TRUE,TRUE,TRUE,18,25
n_groups,3 groups: 3rd neutral,34,0.8,B,3,100,1,2,-0.818181818181818,-0.555555555555555,-0.987400915498763,0.379643197604738,-0.262626262626263,TRUE,TRUE,FALSE,1,8
n_groups,3 groups: 3rd neutral,34,0.8,C,3,100,1,2,0,0.142857142857143,-0.799590772675007,0.841766057362222,-0.142857142857143,TRUE,FALSE,FALSE,2,5
n_groups,3 groups: 3rd neutral,34,0.9,A,3,100,1,2,0.818181818181818,0.68421052631579,0.410603634966284,0.857529586009767,0.133971291866029,TRUE,TRUE,TRUE,24,33
n_groups,3 groups: 3rd neutral,34,0.9,B,3,100,1,2,-0.818181818181818,-0.555555555555555,-0.987400915498763,0.379643197604738,-0.262626262626263,TRUE,TRUE,FALSE,1,8
n_groups,3 groups: 3rd neutral,34,0.9,C,3,100,1,2,0,0.428571428571429,-0.300306868827781,0.852930388308451,-0.428571428571429,TRUE,FALSE,FALSE,5,9
n_groups,3 groups: 3rd neutral,34,1,A,3,100,1,2,0.818181818181818,0.783132530120482,0.591598146336009,0.901831154679508,0.0350492880613363,TRUE,TRUE,TRUE,37,46
n_groups,3 groups: 3rd neutral,34,1,B,3,100,1,2,-0.818181818181818,-0.555555555555555,-0.987400915498763,0.379643197604738,-0.262626262626263,TRUE,TRUE,FALSE,1,8
n_groups,3 groups: 3rd neutral,34,1,C,3,100,1,2,0,0.25,-0.426159136301847,0.735259030485325,-0.25,TRUE,FALSE,FALSE,5,11
n_groups,3 groups: 3rd neutral,35,0.7,A,3,100,1,2,0.818181818181818,0.666666666666667,0.181043418978217,0.912437920096545,0.151515151515152,TRUE,TRUE,TRUE,10,14
n_groups,3 groups: 3rd neutral,35,0.7,B,3,100,1,2,-0.818181818181818,-1,-1,-0.113048440563631,0.181818181818182,TRUE,TRUE,TRUE,0,11
n_groups,3 groups: 3rd neutral,35,0.7,C,3,100,1,2,0,-0.111111111111111,-0.690413709628027,0.47001214436843,0.111111111111111,TRUE,FALSE,FALSE,4,14
n_groups,3 groups: 3rd neutral,35,0.8,A,3,100,1,2,0.818181818181818,0.714285714285714,0.290393623218756,0.924598550233489,0.103896103896104,TRUE,TRUE,TRUE,12,16
n_groups,3 groups: 3rd neutral,35,0.8,B,3,100,1,2,-0.818181818181818,-1,-1,-0.207563079625585,0.181818181818182,TRUE,TRUE,TRUE,0,13
n_groups,3 groups: 3rd neutral,35,0.8,C,3,100,1,2,0,-0.0909090909090908,-0.626027761678253,0.435211385777048,0.0909090909090908,TRUE,FALSE,FALSE,5,17
n_groups,3 groups: 3rd neutral,35,0.9,A,3,100,1,2,0.818181818181818,0.767441860465116,0.465928066708468,0.926044169001678,0.050739957716702,TRUE,TRUE,TRUE,19,24
n_groups,3 groups: 3rd neutral,35,0.9,B,3,100,1,2,-0.818181818181818,-1,-1,-0.31700478517135,0.181818181818182,TRUE,TRUE,TRUE,0,16
n_groups,3 groups: 3rd neutral,35,0.9,C,3,100,1,2,0,0.0769230769230769,-0.439718458860511,0.525398806602647,-0.0769230769230769,TRUE,FALSE,FALSE,7,19
n_groups,3 groups: 3rd neutral,35,1,A,3,100,1,2,0.818181818181818,0.67741935483871,0.416252432876715,0.847144634766337,0.140762463343109,TRUE,TRUE,TRUE,26,36
n_groups,3 groups: 3rd neutral,35,1,B,3,100,1,2,-0.818181818181818,-1,-1,-0.483758759163774,0.181818181818182,TRUE,TRUE,TRUE,0,23
n_groups,3 groups: 3rd neutral,35,1,C,3,100,1,2,0,-0.0666666666666666,-0.533247791991032,0.384238948646122,0.0666666666666666,TRUE,FALSE,FALSE,7,23
n_groups,3 groups: 3rd neutral,36,0.7,A,3,100,1,2,0.818181818181818,0.8,0.109967765943609,0.994942842911076,0.0181818181818182,TRUE,TRUE,TRUE,9,10
n_groups,3 groups: 3rd neutral,36,0.7,B,3,100,1,2,-0.818181818181818,1,-0.902439024390244,1,-1.81818181818182,TRUE,TRUE,FALSE,1,1
n_groups,3 groups: 3rd neutral,36,0.7,C,3,100,1,2,0,-0.238095238095238,-0.744940560361566,0.331542394817614,0.238095238095238,TRUE,FALSE,FALSE,4,17
n_groups,3 groups: 3rd neutral,36,0.8,A,3,100,1,2,0.818181818181818,0.789473684210526,0.337246671086468,0.973975671256445,0.0287081339712919,TRUE,TRUE,TRUE,17,19
n_groups,3 groups: 3rd neutral,36,0.8,B,3,100,1,2,-0.818181818181818,-0.428571428571429,-0.983227646039476,0.562810306834471,-0.389610389610389,TRUE,TRUE,FALSE,1,6
n_groups,3 groups: 3rd neutral,36,0.8,C,3,100,1,2,0,-0.111111111111111,-0.594505928780401,0.371449278376381,0.111111111111111,TRUE,FALSE,FALSE,6,21
n_groups,3 groups: 3rd neutral,36,0.9,A,3,100,1,2,0.818181818181818,0.841269841269841,0.632343517611063,0.949213865344872,-0.023088023088023,TRUE,TRUE,TRUE,29,34
n_groups,3 groups: 3rd neutral,36,0.9,B,3,100,1,2,-0.818181818181818,-0.636363636363636,-0.989911196155094,0.231864784853503,-0.181818181818182,TRUE,TRUE,FALSE,1,10
n_groups,3 groups: 3rd neutral,36,0.9,C,3,100,1,2,0,-0.0857142857142858,-0.516401429173975,0.336553735279087,0.0857142857142858,TRUE,FALSE,FALSE,8,27
n_groups,3 groups: 3rd neutral,36,1,A,3,100,1,2,0.818181818181818,0.85,0.675331171896769,0.945581986168467,-0.0318181818181817,TRUE,TRUE,TRUE,37,43
n_groups,3 groups: 3rd neutral,36,1,B,3,100,1,2,-0.818181818181818,-0.578947368421053,-0.942520740967964,0.068328100465242,-0.239234449760765,TRUE,TRUE,FALSE,2,17
n_groups,3 groups: 3rd neutral,36,1,C,3,100,1,2,0,-0.148936170212766,-0.515239401676622,0.224522849108327,0.148936170212766,TRUE,FALSE,FALSE,10,37
n_groups,3 groups: 3rd neutral,37,0.7,A,3,100,1,2,0.818181818181818,0.894736842105263,0.427626071367758,0.997468220553945,-0.0765550239234449,TRUE,TRUE,TRUE,9,10
n_groups,3 groups: 3rd neutral,37,0.7,B,3,100,1,2,-0.818181818181818,-1,-1,0.371574730829333,0.181818181818182,TRUE,TRUE,FALSE,0,5
n_groups,3 groups: 3rd neutral,37,0.7,C,3,100,1,2,0,0.333333333333333,-0.208959127669494,0.718834863997848,-0.333333333333333,TRUE,FALSE,FALSE,8,16
n_groups,3 groups: 3rd neutral,37,0.8,A,3,100,1,2,0.818181818181818,0.882352941176471,0.579980965683332,0.986153581794172,-0.0641711229946524,TRUE,TRUE,TRUE,16,18
n_groups,3 groups: 3rd neutral,37,0.8,B,3,100,1,2,-0.818181818181818,-1,-1,0.162348559597864,0.181818181818182,TRUE,TRUE,FALSE,0,7
n_groups,3 groups: 3rd neutral,37,0.8,C,3,100,1,2,0,0.333333333333333,-0.144758296339146,0.685241648195133,-0.333333333333333,TRUE,FALSE,FALSE,10,20
n_groups,3 groups: 3rd neutral,37,0.9,A,3,100,1,2,0.818181818181818,0.862068965517241,0.649359921783104,0.963027251919154,-0.0438871473354231,TRUE,TRUE,TRUE,27,31
n_groups,3 groups: 3rd neutral,37,0.9,B,3,100,1,2,-0.818181818181818,-1,-1,-0.207563079625585,0.181818181818182,TRUE,TRUE,TRUE,0,13
n_groups,3 groups: 3rd neutral,37,0.9,C,3,100,1,2,0,0.224489795918367,-0.145024477941924,0.532604101614085,-0.224489795918367,TRUE,FALSE,FALSE,15,34
n_groups,3 groups: 3rd neutral,37,1,A,3,100,1,2,0.818181818181818,0.777777777777778,0.566202310975163,0.905186203969489,0.0404040404040404,TRUE,TRUE,TRUE,32,40
n_groups,3 groups: 3rd neutral,37,1,B,3,100,1,2,-0.818181818181818,-0.818181818181818,-0.995186266194733,-0.230600480517986,0,TRUE,TRUE,TRUE,1,21
n_groups,3 groups: 3rd neutral,37,1,C,3,100,1,2,0,0.151515151515151,-0.165327137892482,0.431511507191588,-0.151515151515151,TRUE,FALSE,FALSE,19,47
n_groups,3 groups: 3rd neutral,38,0.7,A,3,100,1,2,0.818181818181818,0.714285714285714,-0.349745832642808,0.993670569134699,0.103896103896104,TRUE,TRUE,FALSE,3,4
n_groups,3 groups: 3rd neutral,38,0.7,B,3,100,1,2,-0.818181818181818,-1,-1,0.0790482157872865,0.181818181818182,TRUE,TRUE,FALSE,0,8
n_groups,3 groups: 3rd neutral,38,0.7,C,3,100,1,2,0,-0.0769230769230769,-0.574838742866835,0.407293202498186,0.0769230769230769,TRUE,FALSE,FALSE,6,20
n_groups,3 groups: 3rd neutral,38,0.8,A,3,100,1,2,0.818181818181818,0.6,-0.271239495300978,0.955771200309788,0.218181818181818,TRUE,TRUE,FALSE,4,6
n_groups,3 groups: 3rd neutral,38,0.8,B,3,100,1,2,-0.818181818181818,-1,-1,0.0790482157872865,0.181818181818182,TRUE,TRUE,FALSE,0,8
n_groups,3 groups: 3rd neutral,38,0.8,C,3,100,1,2,0,-0.125,-0.569144674145258,0.322403064555499,0.125,TRUE,FALSE,FALSE,7,25
n_groups,3 groups: 3rd neutral,38,0.9,A,3,100,1,2,0.818181818181818,0.714285714285714,0.19915716108887,0.943592067711076,0.103896103896104,TRUE,TRUE,TRUE,9,12
n_groups,3 groups: 3rd neutral,38,0.9,B,3,100,1,2,-0.818181818181818,-1,-1,-0.0569421790071222,0.181818181818182,TRUE,TRUE,TRUE,0,10
n_groups,3 groups: 3rd neutral,38,0.9,C,3,100,1,2,0,-0.135135135135135,-0.548174991701989,0.283318285589121,0.135135135135135,TRUE,FALSE,FALSE,8,29
n_groups,3 groups: 3rd neutral,38,1,A,3,100,1,2,0.818181818181818,0.826086956521739,0.559742901295615,0.953566995469507,-0.00790513833992079,TRUE,TRUE,TRUE,21,25
n_groups,3 groups: 3rd neutral,38,1,B,3,100,1,2,-0.818181818181818,-1,-1,-0.34710017119593,0.181818181818182,TRUE,TRUE,TRUE,0,17
n_groups,3 groups: 3rd neutral,38,1,C,3,100,1,2,0,-0.0769230769230769,-0.486309136212733,0.322550425422583,0.0769230769230769,TRUE,FALSE,FALSE,9,30
n_groups,3 groups: 3rd neutral,39,0.7,A,3,100,1,2,0.818181818181818,0.882352941176471,0.364091720829156,0.997186912079076,-0.0641711229946524,TRUE,TRUE,TRUE,8,9
n_groups,3 groups: 3rd neutral,39,0.7,B,3,100,1,2,-0.818181818181818,-1,-1,0.0790482157872865,0.181818181818182,TRUE,TRUE,FALSE,0,8
n_groups,3 groups: 3rd neutral,39,0.7,C,3,100,1,2,0,0.0666666666666667,-0.605996413465449,0.636066931048978,-0.0666666666666667,TRUE,FALSE,FALSE,4,11
n_groups,3 groups: 3rd neutral,39,0.8,A,3,100,1,2,0.818181818181818,0.777777777777778,0.229733756226862,0.974467426309299,0.0404040404040404,TRUE,TRUE,TRUE,8,10
n_groups,3 groups: 3rd neutral,39,0.8,B,3,100,1,2,-0.818181818181818,-0.75,-0.993265636069578,-0.0314867648454794,-0.068181818181818,TRUE,TRUE,TRUE,1,15
n_groups,3 groups: 3rd neutral,39,0.8,C,3,100,1,2,0,0.0434782608695653,-0.502328005405446,0.525849210802497,-0.0434782608695653,TRUE,FALSE,FALSE,6,17
n_groups,3 groups: 3rd neutral,39,0.9,A,3,100,1,2,0.818181818181818,0.846153846153846,0.455261653486144,0.982045740845552,-0.0279720279720279,TRUE,TRUE,TRUE,12,14
n_groups,3 groups: 3rd neutral,39,0.9,B,3,100,1,2,-0.818181818181818,-0.8,-0.994680568291767,-0.173896216437843,-0.0181818181818182,TRUE,TRUE,TRUE,1,19
n_groups,3 groups: 3rd neutral,39,0.9,C,3,100,1,2,0,0.032258064516129,-0.437124176753336,0.456532193954359,-0.032258064516129,TRUE,FALSE,FALSE,8,23
n_groups,3 groups: 3rd neutral,39,1,A,3,100,1,2,0.818181818181818,0.75609756097561,0.440768627287766,0.922505931562181,0.0620842572062085,TRUE,TRUE,TRUE,18,23
n_groups,3 groups: 3rd neutral,39,1,B,3,100,1,2,-0.818181818181818,-0.84,-0.995787032171054,-0.302505317350062,0.021818181818182,TRUE,TRUE,TRUE,1,24
n_groups,3 groups: 3rd neutral,39,1,C,3,100,1,2,0,0.0476190476190477,-0.354951988540907,0.413187206189198,-0.0476190476190477,TRUE,FALSE,FALSE,11,31
n_groups,3 groups: 3rd neutral,40,0.7,A,3,100,1,2,0.818181818181818,0.8,0.495545541176112,0.946751780005406,0.0181818181818182,TRUE,TRUE,TRUE,18,22
n_groups,3 groups: 3rd neutral,40,0.7,B,3,100,1,2,-0.818181818181818,-1,-1,0.503689290758038,0.181818181818182,TRUE,TRUE,FALSE,0,4
n_groups,3 groups: 3rd neutral,40,0.7,C,3,100,1,2,0,-0.333333333333333,-0.979898474530839,0.669565252244719,0.333333333333333,TRUE,FALSE,FALSE,1,5
n_groups,3 groups: 3rd neutral,40,0.8,A,3,100,1,2,0.818181818181818,0.76,0.48501852808092,0.913449235395247,0.0581818181818182,TRUE,TRUE,TRUE,22,28
n_groups,3 groups: 3rd neutral,40,0.8,B,3,100,1,2,-0.818181818181818,-1,-1,-0.113048440563631,0.181818181818182,TRUE,TRUE,TRUE,0,11
n_groups,3 groups: 3rd neutral,40,0.8,C,3,100,1,2,0,-0.142857142857143,-0.772809934291909,0.515130617492975,0.142857142857143,TRUE,FALSE,FALSE,3,11
n_groups,3 groups: 3rd neutral,40,0.9,A,3,100,1,2,0.818181818181818,0.808219178082192,0.607955747778799,0.923822203330081,0.00996264009962655,TRUE,TRUE,TRUE,33,40
n_groups,3 groups: 3rd neutral,40,0.9,B,3,100,1,2,-0.818181818181818,-1,-1,-0.31700478517135,0.181818181818182,TRUE,TRUE,TRUE,0,16
n_groups,3 groups: 3rd neutral,40,0.9,C,3,100,1,2,0,0.166666666666667,-0.377132029023627,0.60586970750997,-0.166666666666667,TRUE,FALSE,FALSE,7,17
n_groups,3 groups: 3rd neutral,40,1,A,3,100,1,2,0.818181818181818,0.786407766990291,0.620308591647803,0.894213467041272,0.031774051191527,TRUE,TRUE,TRUE,46,57
n_groups,3 groups: 3rd neutral,40,1,B,3,100,1,2,-0.818181818181818,-0.8,-0.994680568291767,-0.173896216437843,-0.0181818181818182,TRUE,TRUE,TRUE,1,19
n_groups,3 groups: 3rd neutral,40,1,C,3,100,1,2,0,0.212121212121212,-0.246979376891145,0.583159541552436,-0.212121212121212,TRUE,FALSE,FALSE,10,23
n_groups,3 groups: 3rd neutral,41,0.7,A,3,100,1,2,0.818181818181818,0.647058823529412,0.0316437534834359,0.930956524934318,0.171122994652407,TRUE,TRUE,TRUE,7,10
n_groups,3 groups: 3rd neutral,41,0.7,B,3,100,1,2,-0.818181818181818,-1,-1,-0.0569421790071222,0.181818181818182,TRUE,TRUE,TRUE,0,10
n_groups,3 groups: 3rd neutral,41,0.7,C,3,100,1,2,0,0.2,-0.283541553561224,0.590061932175735,-0.2,TRUE,FALSE,FALSE,9,21
n_groups,3 groups: 3rd neutral,41,0.8,A,3,100,1,2,0.818181818181818,0.666666666666667,0.181043418978217,0.912437920096545,0.151515151515152,TRUE,TRUE,TRUE,10,14
n_groups,3 groups: 3rd neutral,41,0.8,B,3,100,1,2,-0.818181818181818,-1,-1,-0.34710017119593,0.181818181818182,TRUE,TRUE,TRUE,0,17
n_groups,3 groups: 3rd neutral,41,0.8,C,3,100,1,2,0,-0.027027027027027,-0.451918118100564,0.374494962847881,0.027027027027027,TRUE,FALSE,FALSE,9,28
n_groups,3 groups: 3rd neutral,41,0.9,A,3,100,1,2,0.818181818181818,0.733333333333333,0.335121869480348,0.929491160699846,0.084848484848485,TRUE,TRUE,TRUE,13,17
n_groups,3 groups: 3rd neutral,41,0.9,B,3,100,1,2,-0.818181818181818,-0.826086956521739,-0.995404695172187,-0.256150630500279,0.0079051383399209,TRUE,TRUE,TRUE,1,22
n_groups,3 groups: 3rd neutral,41,0.9,C,3,100,1,2,0,-0.0434782608695652,-0.42314188323458,0.32061518731879,0.0434782608695652,TRUE,FALSE,FALSE,11,35
n_groups,3 groups: 3rd neutral,41,1,A,3,100,1,2,0.818181818181818,0.702127659574468,0.397783738001756,0.882315437529857,0.11605415860735,TRUE,TRUE,TRUE,20,27
n_groups,3 groups: 3rd neutral,41,1,B,3,100,1,2,-0.818181818181818,-0.846153846153846,-0.995955295251687,-0.323592675539136,0.027972027972028,TRUE,TRUE,TRUE,1,25
n_groups,3 groups: 3rd neutral,41,1,C,3,100,1,2,0,-0.020408163265306,-0.389432255779795,0.329511478842898,0.020408163265306,TRUE,FALSE,FALSE,12,37
n_groups,3 groups: 3rd neutral,42,0.7,A,3,100,1,2,0.818181818181818,0.833333333333333,0.411889298682137,0.980607091400341,-0.0151515151515151,TRUE,TRUE,TRUE,11,13
n_groups,3 groups: 3rd neutral,42,0.7,B,3,100,1,2,-0.818181818181818,-1,-1,0.371574730829333,0.181818181818182,TRUE,TRUE,FALSE,0,5
n_groups,3 groups: 3rd neutral,42,0.7,C,3,100,1,2,0,0.142857142857143,-0.799590772675007,0.841766057362222,-0.142857142857143,TRUE,FALSE,FALSE,2,5
n_groups,3 groups: 3rd neutral,42,0.8,A,3,100,1,2,0.818181818181818,0.837837837837838,0.532498800485633,0.967406409314779,-0.0196560196560196,TRUE,TRUE,TRUE,17,20
n_groups,3 groups: 3rd neutral,42,0.8,B,3,100,1,2,-0.818181818181818,-1,-1,-0.113048440563631,0.181818181818182,TRUE,TRUE,TRUE,0,11
n_groups,3 groups: 3rd neutral,42,0.8,C,3,100,1,2,0,0.090909090909091,-0.685843015790246,0.720975346594195,-0.090909090909091,TRUE,FALSE,FALSE,3,8
n_groups,3 groups: 3rd neutral,42,0.9,A,3,100,1,2,0.818181818181818,0.8,0.568979360620426,0.927688896908525,0.0181818181818182,TRUE,TRUE,TRUE,27,33
n_groups,3 groups: 3rd neutral,42,0.9,B,3,100,1,2,-0.818181818181818,-1,-1,-0.113048440563631,0.181818181818182,TRUE,TRUE,TRUE,0,11
n_groups,3 groups: 3rd neutral,42,0.9,C,3,100,1,2,0,-0.142857142857143,-0.772809934291909,0.515130617492975,0.142857142857143,TRUE,FALSE,FALSE,3,11
