name,peak_coeff,est,lower_ci,upper_ci,successes,trials,scenario,simulation
A,0.7,-0.2,-0.894510098947366,0.706734400730654,2,5,NULL - Neutral Mixing,100
B,0.7,-0.2,-0.756895483760346,0.47524384678611,4,10,NULL - Neutral Mixing,100
A,0.8,0.111111111111111,-0.575982986442264,0.726008675469667,5,9,NULL - Neutral Mixing,100
B,0.8,-0.230769230769231,-0.722841322219679,0.368444794171874,5,13,NULL - Neutral Mixing,100
A,0.9,0.166666666666667,-0.446660628635788,0.69669554038314,7,12,NULL - Neutral Mixing,100
B,0.9,-0.125,-0.604931718934664,0.402446201833645,7,16,NULL - Neutral Mixing,100
A,1,0.142857142857143,-0.319587381439451,0.56360628622974,12,21,NULL - Neutral Mixing,100
B,1,-0.0476190476190477,-0.485738747187186,0.404386322432714,10,21,NULL - Neutral Mixing,100
A,0.7,1,1,1,,,R0: 1.5,1
B,0.7,-0.5,-0.98738107358058,0.611759100633513,1,4,R0: 1.5,1
A,0.8,1,-0.204729271232949,1,4,4,R0: 1.5,1
B,0.8,-0.5,-0.98738107358058,0.611759100633513,1,4,R0: 1.5,1
A,0.9,1,-0.204729271232949,1,4,4,R0: 1.5,1
B,0.9,-0.5,-0.98738107358058,0.611759100633513,1,4,R0: 1.5,1
A,1,1,0.180767205549993,1,7,7,R0: 1.5,1
B,1,-0.5,-0.98738107358058,0.611759100633513,1,4,R0: 1.5,1
A,0.7,1,1,1,,,R0: 1.5,2
B,0.7,1,1,1,,,R0: 1.5,2
A,0.8,1,1,1,,,R0: 1.5,2
B,0.8,1,1,1,,,R0: 1.5,2
A,0.9,1,1,1,,,R0: 1.5,2
B,0.9,1,1,1,,,R0: 1.5,2
A,1,1,1,1,,,R0: 1.5,2
B,1,1,1,1,,,R0: 1.5,2
A,0.7,0.6,-0.432835872236179,0.989898473241064,4,5,R0: 1.5,3
B,0.7,-1,-1,0.95,0,1,R0: 1.5,3
A,0.8,0.666666666666667,-0.28246915799535,0.991578510971021,5,6,R0: 1.5,3
B,0.8,-1,-1,0.95,0,1,R0: 1.5,3
A,0.9,0.428571428571429,-0.419158272525315,0.926614867647829,5,7,R0: 1.5,3
B,0.9,-1,-1,0.95,0,1,R0: 1.5,3
A,1,0.5,-0.301711588825648,0.936291947500111,6,8,R0: 1.5,3
B,1,-1,-1,0.95,0,1,R0: 1.5,3
A,0.7,1,-0.415196452357427,1,3,3,R0: 1.5,4
B,0.7,-1,-1,0.683772233983162,0,2,R0: 1.5,4
A,0.8,1,0.0814837471201992,1,6,6,R0: 1.5,4
B,0.8,-1,-1,0.683772233983162,0,2,R0: 1.5,4
A,0.9,1,0.261166704894362,1,8,8,R0: 1.5,4
B,0.9,-1,-1,0.683772233983162,0,2,R0: 1.5,4
A,1,0.833333333333333,0.230407669698112,0.99578481353628,11,12,R0: 1.5,4
B,1,-1,-1,0.683772233983162,0,2,R0: 1.5,4
A,0.7,0.333333333333333,-0.554443808992976,0.913456263414517,4,6,R0: 1.5,5
B,0.7,-1,-1,0.683772233983162,0,2,R0: 1.5,5
A,0.8,0.142857142857143,-0.631896864719834,0.802023443114984,4,7,R0: 1.5,5
B,0.8,-1,-1,0.683772233983162,0,2,R0: 1.5,5
A,0.9,0.142857142857143,-0.631896864719834,0.802023443114984,4,7,R0: 1.5,5
B,0.9,-1,-1,0.683772233983162,0,2,R0: 1.5,5
A,1,0.142857142857143,-0.631896864719834,0.802023443114984,4,7,R0: 1.5,5
B,1,-1,-1,0.683772233983162,0,2,R0: 1.5,5
A,0.7,1,-0.683772233983162,1,2,2,R0: 1.5,6
B,0.7,-1,-1,-0.0814837471201992,0,6,R0: 1.5,6
A,0.8,1,-0.683772233983162,1,2,2,R0: 1.5,6
B,0.8,-1,-1,-0.0814837471201992,0,6,R0: 1.5,6
A,0.9,1,-0.204729271232949,1,4,4,R0: 1.5,6
B,0.9,-1,-1,-0.0814837471201992,0,6,R0: 1.5,6
A,1,0.666666666666667,-0.28246915799535,0.991578510971021,5,6,R0: 1.5,6
B,1,-1,-1,-0.180767205549993,0,7,R0: 1.5,6
A,0.7,0.777777777777778,0.035006970165326,0.994381726506802,8,9,R0: 1.5,7
B,0.7,-1,-1,0.95,0,1,R0: 1.5,7
A,0.8,0.777777777777778,0.035006970165326,0.994381726506802,8,9,R0: 1.5,7
B,0.8,-1,-1,0.95,0,1,R0: 1.5,7
A,0.9,0.8,0.109967765943609,0.994942842911076,9,10,R0: 1.5,7
B,0.9,-1,-1,0.95,0,1,R0: 1.5,7
A,1,0.846153846153846,0.279405129464245,0.996108743005307,12,13,R0: 1.5,7
B,1,-1,-1,0.95,0,1,R0: 1.5,7
A,0.7,1,1,1,,,R0: 1.5,8
B,0.7,1,1,1,,,R0: 1.5,8
A,0.8,1,1,1,,,R0: 1.5,8
B,0.8,1,1,1,,,R0: 1.5,8
A,0.9,1,1,1,,,R0: 1.5,8
B,0.9,1,1,1,,,R0: 1.5,8
A,1,1,-0.95,1,1,1,R0: 1.5,8
B,1,1,1,1,,,R0: 1.5,8
A,0.7,1,-0.415196452357427,1,3,3,R0: 1.5,9
B,0.7,-1,-1,0.683772233983162,0,2,R0: 1.5,9
A,0.8,0.428571428571429,-0.419158272525315,0.926614867647829,5,7,R0: 1.5,9
B,0.8,-1,-1,0.683772233983162,0,2,R0: 1.5,9
A,0.9,0.5,-0.301711588825648,0.936291947500111,6,8,R0: 1.5,9
B,0.9,-1,-1,0.415196452357427,0,3,R0: 1.5,9
A,1,0.4,-0.304905700119995,0.866520977644531,7,10,R0: 1.5,9
B,1,-1,-1,0.415196452357427,0,3,R0: 1.5,9
A,0.7,1,-1,1,4,4,R0: 1.5,10
B,0.7,1,1,1,,,R0: 1.5,10
A,0.8,1,-1,1,6,6,R0: 1.5,10
B,0.8,1,1,1,,,R0: 1.5,10
A,0.9,1,-1,1,9,9,R0: 1.5,10
B,0.9,1,1,1,,,R0: 1.5,10
A,1,1,-1,1,11,11,R0: 1.5,10
B,1,1,1,1,,,R0: 1.5,10
A,0.7,1,1,1,,,R0: 1.5,11
B,0.7,1,1,1,,,R0: 1.5,11
A,0.8,1,-0.683772233983162,1,2,2,R0: 1.5,11
B,0.8,1,1,1,,,R0: 1.5,11
A,0.9,1,-0.683772233983162,1,2,2,R0: 1.5,11
B,0.9,1,1,1,,,R0: 1.5,11
A,1,1,-0.683772233983162,1,2,2,R0: 1.5,11
B,1,1,1,1,,,R0: 1.5,11
A,0.7,1,0.261166704894362,1,8,8,R0: 1.5,12
B,0.7,0,-0.97484176581315,0.97484176581315,1,2,R0: 1.5,12
A,0.8,1,0.327465766240114,1,9,9,R0: 1.5,12
B,0.8,0,-0.97484176581315,0.97484176581315,1,2,R0: 1.5,12
A,0.9,1,0.470703061205898,1,12,12,R0: 1.5,12
B,0.9,0,-0.97484176581315,0.97484176581315,1,2,R0: 1.5,12
A,1,1,0.505894723999058,1,13,13,R0: 1.5,12
B,1,0,-0.97484176581315,0.97484176581315,1,2,R0: 1.5,12
A,0.7,1,-1,1,4,4,R0: 1.5,13
B,0.7,1,1,1,,,R0: 1.5,13
A,0.8,1,-1,1,6,6,R0: 1.5,13
B,0.8,1,1,1,,,R0: 1.5,13
A,0.9,1,-1,1,8,8,R0: 1.5,13
B,0.9,1,1,1,,,R0: 1.5,13
A,1,1,-1,1,10,10,R0: 1.5,13
B,1,1,1,1,,,R0: 1.5,13
A,0.7,1,-0.683772233983162,1,2,2,R0: 1.5,14
B,0.7,-1,-1,-0.261166704894362,0,8,R0: 1.5,14
A,0.8,1,-0.683772233983162,1,2,2,R0: 1.5,14
B,0.8,-1,-1,-0.261166704894362,0,8,R0: 1.5,14
A,0.9,0.5,-0.611759100633513,0.98738107358058,3,4,R0: 1.5,14
B,0.9,-1,-1,-0.261166704894362,0,8,R0: 1.5,14
A,1,0.6,-0.432835872236179,0.989898473241064,4,5,R0: 1.5,14
B,1,-1,-1,-0.261166704894362,0,8,R0: 1.5,14
A,0.7,0.25,-0.510273567266897,0.829533171725493,5,8,R0: 1.5,15
B,0.7,-1,-1,0.415196452357427,0,3,R0: 1.5,15
A,0.8,0.25,-0.510273567266897,0.829533171725493,5,8,R0: 1.5,15
B,0.8,-0.5,-0.98738107358058,0.611759100633513,1,4,R0: 1.5,15
A,0.9,0.333333333333333,-0.401409887582919,0.850290737160616,6,9,R0: 1.5,15
B,0.9,-0.666666666666667,-0.991578510971021,0.28246915799535,1,6,R0: 1.5,15
A,1,0.333333333333333,-0.401409887582919,0.850290737160616,6,9,R0: 1.5,15
B,1,-0.666666666666667,-0.991578510971021,0.28246915799535,1,6,R0: 1.5,15
A,0.7,0.666666666666667,-0.28246915799535,0.991578510971021,5,6,R0: 1.5,16
B,0.7,1,-1,1,1,1,R0: 1.5,16
A,0.8,0.75,-0.0530193417504132,0.993680552937496,7,8,R0: 1.5,16
B,0.8,1,-1,1,3,3,R0: 1.5,16
A,0.9,0.6,-0.112190924615283,0.949578547346333,8,10,R0: 1.5,16
B,0.9,1,-1,1,3,3,R0: 1.5,16
A,1,0.538461538461539,-0.0762630784680818,0.899237853017697,10,13,R0: 1.5,16
B,1,-1,-1,0.415196452357427,0,3,R0: 1.5,16
A,0.7,1,1,1,,,R0: 1.5,17
B,0.7,1,1,1,,,R0: 1.5,17
A,0.8,1,-1,1,1,1,R0: 1.5,17
B,0.8,1,1,1,,,R0: 1.5,17
A,0.9,1,-1,1,2,2,R0: 1.5,17
B,0.9,1,1,1,,,R0: 1.5,17
A,1,1,-1,1,3,3,R0: 1.5,17
B,1,1,1,1,,,R0: 1.5,17
A,0.7,1,1,1,,,R0: 1.5,18
B,0.7,1,1,1,,,R0: 1.5,18
A,0.8,1,1,1,,,R0: 1.5,18
B,0.8,1,1,1,,,R0: 1.5,18
A,0.9,1,1,1,,,R0: 1.5,18
B,0.9,1,1,1,,,R0: 1.5,18
A,1,1,1,1,,,R0: 1.5,18
B,1,1,1,1,,,R0: 1.5,18
A,0.7,1,1,1,,,R0: 1.5,19
B,0.7,1,1,1,,,R0: 1.5,19
A,0.8,1,1,1,,,R0: 1.5,19
B,0.8,1,1,1,,,R0: 1.5,19
A,0.9,1,1,1,,,R0: 1.5,19
B,0.9,1,1,1,,,R0: 1.5,19
A,1,1,1,1,,,R0: 1.5,19
B,1,1,1,1,,,R0: 1.5,19
A,0.7,1,1,1,,,R0: 1.5,20
B,0.7,1,1,1,,,R0: 1.5,20
A,0.8,1,1,1,,,R0: 1.5,20
B,0.8,1,1,1,,,R0: 1.5,20
A,0.9,1,1,1,,,R0: 1.5,20
B,0.9,1,1,1,,,R0: 1.5,20
A,1,1,1,1,,,R0: 1.5,20
B,1,1,1,1,,,R0: 1.5,20
A,0.7,0.333333333333333,-0.811401351899508,0.983192482680775,2,3,R0: 1.5,21
B,0.7,-0.333333333333333,-0.983192482680775,0.811401351899508,1,3,R0: 1.5,21
A,0.8,0.5,-0.611759100633513,0.98738107358058,3,4,R0: 1.5,21
B,0.8,-0.5,-0.98738107358058,0.611759100633513,1,4,R0: 1.5,21
A,0.9,0.333333333333333,-0.401409887582919,0.850290737160616,6,9,R0: 1.5,21
B,0.9,-0.5,-0.98738107358058,0.611759100633513,1,4,R0: 1.5,21
A,1,0.333333333333333,-0.302248987162372,0.801507817700833,8,12,R0: 1.5,21
B,1,-0.5,-0.98738107358058,0.611759100633513,1,4,R0: 1.5,21
A,0.7,1,-0.415196452357427,1,3,3,R0: 1.5,22
B,0.7,-0.333333333333333,-0.983192482680775,0.811401351899508,1,3,R0: 1.5,22
A,0.8,1,-0.204729271232949,1,4,4,R0: 1.5,22
B,0.8,-0.333333333333333,-0.983192482680775,0.811401351899508,1,3,R0: 1.5,22
A,0.9,1,-0.0436475002099628,1,5,5,R0: 1.5,22
B,0.9,-0.714285714285714,-0.992779406276199,0.15744639408639,1,7,R0: 1.5,22
A,1,1,0.180767205549993,1,7,7,R0: 1.5,22
B,1,-0.75,-0.993680552937496,0.0530193417504132,1,8,R0: 1.5,22
A,0.7,0.333333333333333,-0.554443808992976,0.913456263414517,4,6,R0: 1.5,23
B,0.7,-1,-1,0.683772233983162,0,2,R0: 1.5,23
A,0.8,0.555555555555556,-0.200187147432624,0.943710053044203,7,9,R0: 1.5,23
B,0.8,-1,-1,0.683772233983162,0,2,R0: 1.5,23
A,0.9,0.454545454545455,-0.219485119144842,0.879564531654187,8,11,R0: 1.5,23
B,0.9,-1,-1,0.683772233983162,0,2,R0: 1.5,23
A,1,0.333333333333333,-0.232392534917692,0.763517793266238,10,15,R0: 1.5,23
B,1,-1,-1,0.683772233983162,0,2,R0: 1.5,23
A,0.7,0.5,-0.301711588825648,0.936291947500111,6,8,R0: 1.5,24
B,0.7,-1,-1,0.95,0,1,R0: 1.5,24
A,0.8,0.4,-0.304905700119995,0.866520977644531,7,10,R0: 1.5,24
B,0.8,-1,-1,0.683772233983162,0,2,R0: 1.5,24
A,0.9,0.529411764705882,0.00201345359083979,0.863784519125287,13,17,R0: 1.5,24
B,0.9,-1,-1,0.415196452357427,0,3,R0: 1.5,24
A,1,0.444444444444444,-0.0696039311661123,0.806101574948881,13,18,R0: 1.5,24
B,1,-1,-1,0.204729271232949,0,4,R0: 1.5,24
A,0.7,1,-1,1,7,7,R0: 1.5,25
B,0.7,1,1,1,,,R0: 1.5,25
A,0.8,1,-1,1,9,9,R0: 1.5,25
B,0.8,1,1,1,,,R0: 1.5,25
A,0.9,-1,-1,-1,12,13,R0: 1.5,25
B,0.9,1,1,1,,,R0: 1.5,25
A,1,-1,-1,-1,14,15,R0: 1.5,25
B,1,1,1,1,,,R0: 1.5,25
A,0.7,0.777777777777778,0.035006970165326,0.994381726506802,8,9,R0: 1.5,26
B,0.7,-1,-1,0.95,0,1,R0: 1.5,26
A,0.8,0.818181818181818,0.174440166023235,0.995402055572372,10,11,R0: 1.5,26
B,0.8,-1,-1,0.95,0,1,R0: 1.5,26
A,0.9,0.875,0.395358523130936,0.996837776554468,15,16,R0: 1.5,26
B,0.9,-1,-1,0.95,0,1,R0: 1.5,26
A,1,0.9,0.502534474455945,0.997469821004101,19,20,R0: 1.5,26
B,1,-1,-1,0.683772233983162,0,2,R0: 1.5,26
A,0.7,1,-0.415196452357427,1,3,3,R0: 1.5,27
B,0.7,-1,-1,0.95,0,1,R0: 1.5,27
A,0.8,1,-0.204729271232949,1,4,4,R0: 1.5,27
B,0.8,-1,-1,0.95,0,1,R0: 1.5,27
A,0.9,1,0.0814837471201992,1,6,6,R0: 1.5,27
B,0.9,-1,-1,0.95,0,1,R0: 1.5,27
A,1,1,0.261166704894362,1,8,8,R0: 1.5,27
B,1,-1,-1,0.95,0,1,R0: 1.5,27
A,0.7,0.714285714285714,-0.15744639408639,0.992779406276199,6,7,R0: 1.5,28
B,0.7,-0.5,-0.98738107358058,0.611759100633513,1,4,R0: 1.5,28
A,0.8,0.777777777777778,0.035006970165326,0.994381726506802,8,9,R0: 1.5,28
B,0.8,-0.6,-0.989898473241064,0.432835872236179,1,5,R0: 1.5,28
A,0.9,0.666666666666667,0.0317245026280659,0.958274949079815,10,12,R0: 1.5,28
B,0.9,-0.6,-0.989898473241064,0.432835872236179,1,5,R0: 1.5,28
A,1,0.714285714285714,0.143741678180602,0.964410969033617,12,14,R0: 1.5,28
B,1,-0.6,-0.989898473241064,0.432835872236179,1,5,R0: 1.5,28
A,0.7,1,1,1,,,R0: 1.5,29
B,0.7,1,1,1,,,R0: 1.5,29
A,0.8,1,1,1,,,R0: 1.5,29
B,0.8,1,1,1,,,R0: 1.5,29
A,0.9,1,-0.95,1,1,1,R0: 1.5,29
B,0.9,1,1,1,,,R0: 1.5,29
A,1,1,-0.415196452357427,1,3,3,R0: 1.5,29
B,1,1,-1,1,1,1,R0: 1.5,29
A,0.7,0,-0.97484176581315,0.97484176581315,1,2,R0: 1.5,30
B,0.7,-0.714285714285714,-0.992779406276199,0.15744639408639,1,7,R0: 1.5,30
A,0.8,0.5,-0.611759100633513,0.98738107358058,3,4,R0: 1.5,30
B,0.8,-0.777777777777778,-0.994381726506802,-0.035006970165326,1,9,R0: 1.5,30
A,0.9,0.666666666666667,-0.28246915799535,0.991578510971021,5,6,R0: 1.5,30
B,0.9,-0.777777777777778,-0.994381726506802,-0.035006970165326,1,9,R0: 1.5,30
A,1,0.8,0.109967765943609,0.994942842911076,9,10,R0: 1.5,30
B,1,-0.777777777777778,-0.994381726506802,-0.035006970165326,1,9,R0: 1.5,30
A,0.7,1,1,1,,,R0: 1.5,31
B,0.7,1,1,1,,,R0: 1.5,31
A,0.8,1,1,1,,,R0: 1.5,31
B,0.8,1,1,1,,,R0: 1.5,31
A,0.9,1,1,1,,,R0: 1.5,31
B,0.9,1,1,1,,,R0: 1.5,31
A,1,1,1,1,,,R0: 1.5,31
B,1,1,1,1,,,R0: 1.5,31
A,0.7,1,1,1,,,R0: 1.5,32
B,0.7,1,1,1,,,R0: 1.5,32
A,0.8,1,1,1,,,R0: 1.5,32
B,0.8,1,1,1,,,R0: 1.5,32
A,0.9,1,1,1,,,R0: 1.5,32
B,0.9,1,1,1,,,R0: 1.5,32
A,1,1,1,1,,,R0: 1.5,32
B,1,1,1,1,,,R0: 1.5,32
A,0.7,1,0.383005784362478,1,10,10,R0: 1.5,33
B,0.7,-1,-1,0.95,0,1,R0: 1.5,33
A,0.8,1,0.505894723999058,1,13,13,R0: 1.5,33
B,0.8,-1,-1,0.95,0,1,R0: 1.5,33
A,0.9,0.888888888888889,0.454112800653263,0.997188887665261,17,18,R0: 1.5,33
B,0.9,-1,-1,0.95,0,1,R0: 1.5,33
A,1,0.826086956521739,0.439241328181178,0.978580067924248,21,23,R0: 1.5,33
B,1,-1,-1,0.95,0,1,R0: 1.5,33
A,0.7,1,-0.204729271232949,1,4,4,R0: 1.5,34
B,0.7,-1,-1,0.95,0,1,R0: 1.5,34
A,0.8,1,-0.204729271232949,1,4,4,R0: 1.5,34
B,0.8,-1,-1,0.95,0,1,R0: 1.5,34
A,0.9,0.777777777777778,0.035006970165326,0.994381726506802,8,9,R0: 1.5,34
B,0.9,-1,-1,0.95,0,1,R0: 1.5,34
A,1,0.818181818181818,0.174440166023235,0.995402055572372,10,11,R0: 1.5,34
B,1,-1,-1,0.95,0,1,R0: 1.5,34
A,0.7,1,1,1,,,R0: 1.5,35
B,0.7,1,1,1,,,R0: 1.5,35
A,0.8,1,1,1,,,R0: 1.5,35
B,0.8,1,1,1,,,R0: 1.5,35
A,0.9,1,1,1,,,R0: 1.5,35
B,0.9,1,1,1,,,R0: 1.5,35
A,1,1,1,1,,,R0: 1.5,35
B,1,1,1,1,,,R0: 1.5,35
A,0.7,0.6,-0.432835872236179,0.989898473241064,4,5,R0: 1.5,36
B,0.7,-0.2,-0.894510098947366,0.706734400730654,2,5,R0: 1.5,36
A,0.8,0.75,-0.0530193417504132,0.993680552937496,7,8,R0: 1.5,36
B,0.8,-0.333333333333333,-0.913456263414517,0.554443808992976,2,6,R0: 1.5,36
A,0.9,0.846153846153846,0.279405129464245,0.996108743005307,12,13,R0: 1.5,36
B,0.9,-0.333333333333333,-0.913456263414517,0.554443808992976,2,6,R0: 1.5,36
A,1,0.882352941176471,0.426221206665559,0.997023651217467,16,17,R0: 1.5,36
B,1,-0.333333333333333,-0.913456263414517,0.554443808992976,2,6,R0: 1.5,36
A,0.7,1,-1,1,7,7,R0: 1.5,37
B,0.7,1,1,1,,,R0: 1.5,37
A,0.8,-1,-1,-1,7,8,R0: 1.5,37
B,0.8,-1,-1,0.95,0,1,R0: 1.5,37
A,0.9,0.8,0.109967765943609,0.994942842911076,9,10,R0: 1.5,37
B,0.9,-1,-1,0.95,0,1,R0: 1.5,37
A,1,0.833333333333333,0.230407669698112,0.99578481353628,11,12,R0: 1.5,37
B,1,-1,-1,0.95,0,1,R0: 1.5,37
A,0.7,1,1,1,,,R0: 1.5,38
B,0.7,1,1,1,,,R0: 1.5,38
A,0.8,1,1,1,,,R0: 1.5,38
B,0.8,1,1,1,,,R0: 1.5,38
A,0.9,1,1,1,,,R0: 1.5,38
B,0.9,1,1,1,,,R0: 1.5,38
A,1,1,1,1,,,R0: 1.5,38
B,1,1,1,1,,,R0: 1.5,38
A,0.7,1,-1,1,2,2,R0: 1.5,39
B,0.7,1,1,1,,,R0: 1.5,39
A,0.8,1,-1,1,3,3,R0: 1.5,39
B,0.8,1,1,1,,,R0: 1.5,39
A,0.9,1,-0.415196452357427,1,3,3,R0: 1.5,39
B,0.9,1,1,1,,,R0: 1.5,39
A,1,1,0.0814837471201992,1,6,6,R0: 1.5,39
B,1,1,1,1,,,R0: 1.5,39
A,0.7,1,0.0814837471201992,1,6,6,R0: 1.5,40
B,0.7,-1,-1,0.683772233983162,0,2,R0: 1.5,40
A,0.8,1,0.470703061205898,1,12,12,R0: 1.5,40
B,0.8,-1,-1,0.683772233983162,0,2,R0: 1.5,40
A,0.9,0.882352941176471,0.426221206665559,0.997023651217467,16,17,R0: 1.5,40
B,0.9,-1,-1,0.683772233983162,0,2,R0: 1.5,40
A,1,0.76,0.375619385427529,0.949069206704534,22,25,R0: 1.5,40
B,1,-1,-1,0.683772233983162,0,2,R0: 1.5,40
A,0.7,1,1,1,,,R0: 1.5,41
B,0.7,1,1,1,,,R0: 1.5,41
A,0.8,1,1,1,,,R0: 1.5,41
B,0.8,1,1,1,,,R0: 1.5,41
A,0.9,1,1,1,,,R0: 1.5,41
B,0.9,1,1,1,,,R0: 1.5,41
A,1,1,1,1,,,R0: 1.5,41
B,1,1,1,1,,,R0: 1.5,41
A,0.7,1,0.180767205549993,1,7,7,R0: 1.5,42
B,0.7,-1,-1,0.95,0,1,R0: 1.5,42
A,0.8,1,0.180767205549993,1,7,7,R0: 1.5,42
B,0.8,-1,-1,0.95,0,1,R0: 1.5,42
A,0.9,1,0.470703061205898,1,12,12,R0: 1.5,42
B,0.9,-1,-1,0.95,0,1,R0: 1.5,42
A,1,0.857142857142857,0.322631020136358,0.996386438681749,13,14,R0: 1.5,42
B,1,-1,-1,0.683772233983162,0,2,R0: 1.5,42
A,0.7,1,-0.204729271232949,1,4,4,R0: 1.5,43
B,0.7,-1,-1,0.683772233983162,0,2,R0: 1.5,43
A,0.8,1,-0.0436475002099628,1,5,5,R0: 1.5,43
B,0.8,-1,-1,0.683772233983162,0,2,R0: 1.5,43
A,0.9,0.75,-0.0530193417504132,0.993680552937496,7,8,R0: 1.5,43
B,0.9,-1,-1,0.683772233983162,0,2,R0: 1.5,43
A,1,0.5,-0.143716923756378,0.890278710944014,9,12,R0: 1.5,43
B,1,-1,-1,0.683772233983162,0,2,R0: 1.5,43
A,0.7,1,0.180767205549993,1,7,7,R0: 1.5,44
B,0.7,-1,-1,0.415196452357427,0,3,R0: 1.5,44
A,0.8,1,0.261166704894362,1,8,8,R0: 1.5,44
B,0.8,-1,-1,0.415196452357427,0,3,R0: 1.5,44
A,0.9,1,0.430171694163691,1,11,11,R0: 1.5,44
B,0.9,-1,-1,0.415196452357427,0,3,R0: 1.5,44
A,1,1,0.536728476699767,1,14,14,R0: 1.5,44
B,1,-1,-1,0.415196452357427,0,3,R0: 1.5,44
A,0.7,1,1,1,,,R0: 1.5,45
B,0.7,1,1,1,,,R0: 1.5,45
A,0.8,1,1,1,,,R0: 1.5,45
B,0.8,1,1,1,,,R0: 1.5,45
A,0.9,1,1,1,,,R0: 1.5,45
B,0.9,1,-1,1,1,1,R0: 1.5,45
A,1,1,-0.95,1,1,1,R0: 1.5,45
B,1,1,-1,1,1,1,R0: 1.5,45
A,0.7,1,1,1,,,R0: 1.5,46
B,0.7,1,1,1,,,R0: 1.5,46
A,0.8,1,1,1,,,R0: 1.5,46
B,0.8,1,1,1,,,R0: 1.5,46
A,0.9,1,1,1,,,R0: 1.5,46
B,0.9,1,1,1,,,R0: 1.5,46
A,1,1,1,1,,,R0: 1.5,46
B,1,1,1,1,,,R0: 1.5,46
A,0.7,1,1,1,,,R0: 1.5,47
B,0.7,1,1,1,,,R0: 1.5,47
A,0.8,1,1,1,,,R0: 1.5,47
B,0.8,1,1,1,,,R0: 1.5,47
A,0.9,1,1,1,,,R0: 1.5,47
B,0.9,1,1,1,,,R0: 1.5,47
A,1,1,1,1,,,R0: 1.5,47
B,1,1,1,1,,,R0: 1.5,47
A,0.7,1,-0.683772233983162,1,2,2,R0: 1.5,48
B,0.7,1,-1,1,1,1,R0: 1.5,48
A,0.8,1,-0.683772233983162,1,2,2,R0: 1.5,48
B,0.8,1,-1,1,1,1,R0: 1.5,48
A,0.9,1,-0.415196452357427,1,3,3,R0: 1.5,48
B,0.9,-1,-1,0.95,0,1,R0: 1.5,48
A,1,1,-0.204729271232949,1,4,4,R0: 1.5,48
B,1,-1,-1,0.683772233983162,0,2,R0: 1.5,48
A,0.7,1,1,1,,,R0: 1.5,49
B,0.7,1,1,1,,,R0: 1.5,49
A,0.8,1,1,1,,,R0: 1.5,49
B,0.8,1,1,1,,,R0: 1.5,49
A,0.9,1,1,1,,,R0: 1.5,49
B,0.9,1,1,1,,,R0: 1.5,49
A,1,1,1,1,,,R0: 1.5,49
B,1,1,1,1,,,R0: 1.5,49
A,0.7,1,-0.415196452357427,1,3,3,R0: 1.5,50
B,0.7,0,-0.97484176581315,0.97484176581315,1,2,R0: 1.5,50
A,0.8,1,0.0814837471201992,1,6,6,R0: 1.5,50
B,0.8,0,-0.97484176581315,0.97484176581315,1,2,R0: 1.5,50
A,0.9,1,0.261166704894362,1,8,8,R0: 1.5,50
B,0.9,0,-0.864828027022914,0.864828027022914,2,4,R0: 1.5,50
A,1,1,0.470703061205898,1,12,12,R0: 1.5,50
B,1,0,-0.864828027022914,0.864828027022914,2,4,R0: 1.5,50
A,0.7,0.333333333333333,-0.554443808992976,0.913456263414517,4,6,R0: 1.5,51
B,0.7,-0.333333333333333,-0.983192482680775,0.811401351899508,1,3,R0: 1.5,51
A,0.8,0.142857142857143,-0.631896864719834,0.802023443114984,4,7,R0: 1.5,51
B,0.8,-0.5,-0.98738107358058,0.611759100633513,1,4,R0: 1.5,51
A,0.9,0.25,-0.510273567266897,0.829533171725493,5,8,R0: 1.5,51
B,0.9,-0.6,-0.989898473241064,0.432835872236179,1,5,R0: 1.5,51
A,1,0.454545454545455,-0.219485119144842,0.879564531654187,8,11,R0: 1.5,51
B,1,-0.6,-0.989898473241064,0.432835872236179,1,5,R0: 1.5,51
A,0.7,0.333333333333333,-0.811401351899508,0.983192482680775,2,3,R0: 1.5,52
B,0.7,-1,-1,0.95,0,1,R0: 1.5,52
A,0.8,0.5,-0.611759100633513,0.98738107358058,3,4,R0: 1.5,52
B,0.8,-1,-1,0.95,0,1,R0: 1.5,52
A,0.9,0.714285714285714,-0.15744639408639,0.992779406276199,6,7,R0: 1.5,52
B,0.9,-1,-1,0.95,0,1,R0: 1.5,52
A,1,0.555555555555556,-0.200187147432624,0.943710053044203,7,9,R0: 1.5,52
B,1,-0.333333333333333,-0.983192482680775,0.811401351899508,1,3,R0: 1.5,52
A,0.7,-1,-1,-1,7,9,R0: 1.5,53
B,0.7,1,1,1,,,R0: 1.5,53
A,0.8,-1,-1,-1,11,13,R0: 1.5,53
B,0.8,1,1,1,,,R0: 1.5,53
A,0.9,-1,-1,-1,14,16,R0: 1.5,53
B,0.9,1,1,1,,,R0: 1.5,53
A,1,0.739130434782609,0.328221724925758,0.944496985154414,20,23,R0: 1.5,53
B,1,1,1,1,,,R0: 1.5,53
A,0.7,1,-0.0436475002099628,1,5,5,R0: 1.5,54
B,0.7,-1,-1,0.683772233983162,0,2,R0: 1.5,54
A,0.8,1,0.180767205549993,1,7,7,R0: 1.5,54
B,0.8,-1,-1,0.683772233983162,0,2,R0: 1.5,54
A,0.9,1,0.327465766240114,1,9,9,R0: 1.5,54
