name,peak_coeff,est,lower_ci,upper_ci,successes,trials,scenario,simulation
B,0.7,1,1,1,,,5% introductions,29
A,0.8,1,-0.683772233983162,1,2,2,5% introductions,29
B,0.8,1,1,1,,,5% introductions,29
A,0.9,1,-0.415196452357427,1,3,3,5% introductions,29
B,0.9,1,1,1,,,5% introductions,29
A,1,1,-0.0436475002099628,1,5,5,5% introductions,29
B,1,-1,-1,0.683772233983162,0,2,5% introductions,29
A,0.7,0.333333333333333,-0.811401351899508,0.983192482680775,2,3,5% introductions,30
B,0.7,1,-1,1,1,1,5% introductions,30
A,0.8,0.6,-0.432835872236179,0.989898473241064,4,5,5% introductions,30
B,0.8,1,-1,1,1,1,5% introductions,30
A,0.9,0.714285714285714,-0.15744639408639,0.992779406276199,6,7,5% introductions,30
B,0.9,-1,-1,0.95,0,1,5% introductions,30
A,1,0.555555555555556,-0.200187147432624,0.943710053044203,7,9,5% introductions,30
B,1,-1,-1,0.683772233983162,0,2,5% introductions,30
A,0.7,0,-0.864828027022914,0.864828027022914,2,4,5% introductions,31
B,0.7,-1,-1,0.683772233983162,0,2,5% introductions,31
A,0.8,0.333333333333333,-0.554443808992976,0.913456263414517,4,6,5% introductions,31
B,0.8,-0.5,-0.98738107358058,0.611759100633513,1,4,5% introductions,31
A,0.9,0.25,-0.510273567266897,0.829533171725493,5,8,5% introductions,31
B,0.9,-0.6,-0.989898473241064,0.432835872236179,1,5,5% introductions,31
A,1,0.384615384615385,-0.228523323501411,0.818159210855807,9,13,5% introductions,31
B,1,-0.6,-0.989898473241064,0.432835872236179,1,5,5% introductions,31
A,0.7,1,0.0814837471201992,1,6,6,5% introductions,32
B,0.7,1,1,1,,,5% introductions,32
A,0.8,1,0.0814837471201992,1,6,6,5% introductions,32
B,0.8,-1,-1,0.683772233983162,0,2,5% introductions,32
A,0.9,1,0.383005784362478,1,10,10,5% introductions,32
B,0.9,-1,-1,0.415196452357427,0,3,5% introductions,32
A,1,1,0.383005784362478,1,10,10,5% introductions,32
B,1,-1,-1,0.415196452357427,0,3,5% introductions,32
A,0.7,1,-0.95,1,1,1,5% introductions,33
B,0.7,-1,-1,0.683772233983162,0,2,5% introductions,33
A,0.8,1,-0.95,1,1,1,5% introductions,33
B,0.8,-0.5,-0.98738107358058,0.611759100633513,1,4,5% introductions,33
A,0.9,1,-0.415196452357427,1,3,3,5% introductions,33
B,0.9,-0.5,-0.936291947500111,0.301711588825648,2,8,5% introductions,33
A,1,1,0.0814837471201992,1,6,6,5% introductions,33
B,1,-0.555555555555556,-0.943710053044203,0.200187147432624,2,9,5% introductions,33
A,0.7,1,-0.683772233983162,1,2,2,5% introductions,34
B,0.7,1,-1,1,2,2,5% introductions,34
A,0.8,1,-0.204729271232949,1,4,4,5% introductions,34
B,0.8,-1,-1,0.415196452357427,0,3,5% introductions,34
A,0.9,1,0.0814837471201992,1,6,6,5% introductions,34
B,0.9,-1,-1,0.415196452357427,0,3,5% introductions,34
A,1,1,0.261166704894362,1,8,8,5% introductions,34
B,1,-1,-1,0.415196452357427,0,3,5% introductions,34
A,0.7,1,-0.95,1,1,1,5% introductions,35
B,0.7,1,1,1,,,5% introductions,35
A,0.8,1,-0.95,1,1,1,5% introductions,35
B,0.8,1,1,1,,,5% introductions,35
A,0.9,1,-0.95,1,1,1,5% introductions,35
B,0.9,-1,-1,0.683772233983162,0,2,5% introductions,35
A,1,1,-0.683772233983162,1,2,2,5% introductions,35
B,1,-1,-1,0.683772233983162,0,2,5% introductions,35
A,0.7,1,-0.204729271232949,1,4,4,5% introductions,36
B,0.7,1,1,1,,,5% introductions,36
A,0.8,1,0.0814837471201992,1,6,6,5% introductions,36
B,0.8,-1,-1,0.95,0,1,5% introductions,36
A,0.9,0.75,-0.0530193417504132,0.993680552937496,7,8,5% introductions,36
B,0.9,-1,-1,0.683772233983162,0,2,5% introductions,36
A,1,0.666666666666667,0.0317245026280659,0.958274949079815,10,12,5% introductions,36
B,1,-1,-1,0.683772233983162,0,2,5% introductions,36
A,0.7,1,-0.95,1,1,1,5% introductions,37
B,0.7,1,1,1,,,5% introductions,37
A,0.8,1,-0.95,1,1,1,5% introductions,37
B,0.8,1,1,1,,,5% introductions,37
A,0.9,1,-0.415196452357427,1,3,3,5% introductions,37
B,0.9,1,1,1,,,5% introductions,37
A,1,1,0.261166704894362,1,8,8,5% introductions,37
B,1,1,1,1,,,5% introductions,37
A,0.7,0,-0.97484176581315,0.97484176581315,1,2,5% introductions,38
B,0.7,-1,-1,0.95,0,1,5% introductions,38
A,0.8,0.333333333333333,-0.811401351899508,0.983192482680775,2,3,5% introductions,38
B,0.8,-1,-1,0.683772233983162,0,2,5% introductions,38
A,0.9,0.6,-0.432835872236179,0.989898473241064,4,5,5% introductions,38
B,0.9,-0.333333333333333,-0.983192482680775,0.811401351899508,1,3,5% introductions,38
A,1,0.75,-0.0530193417504132,0.993680552937496,7,8,5% introductions,38
B,1,-0.333333333333333,-0.983192482680775,0.811401351899508,1,3,5% introductions,38
A,0.7,1,-0.95,1,1,1,5% introductions,39
B,0.7,1,1,1,,,5% introductions,39
A,0.8,1,-0.204729271232949,1,4,4,5% introductions,39
B,0.8,1,-1,1,1,1,5% introductions,39
A,0.9,1,0.180767205549993,1,7,7,5% introductions,39
B,0.9,1,-1,1,2,2,5% introductions,39
A,1,0.818181818181818,0.174440166023235,0.995402055572372,10,11,5% introductions,39
B,1,1,-1,1,3,3,5% introductions,39
A,0.7,1,-0.204729271232949,1,4,4,5% introductions,40
B,0.7,1,1,1,,,5% introductions,40
A,0.8,1,-0.204729271232949,1,4,4,5% introductions,40
B,0.8,1,1,1,,,5% introductions,40
A,0.9,1,0.180767205549993,1,7,7,5% introductions,40
B,0.9,-1,-1,0.683772233983162,0,2,5% introductions,40
A,1,1,0.180767205549993,1,7,7,5% introductions,40
B,1,-1,-1,0.415196452357427,0,3,5% introductions,40
A,0.7,1,-0.415196452357427,1,3,3,5% introductions,41
B,0.7,-1,-1,0.204729271232949,0,4,5% introductions,41
A,0.8,1,-0.204729271232949,1,4,4,5% introductions,41
B,0.8,-1,-1,-0.180767205549993,0,7,5% introductions,41
A,0.9,1,-0.0436475002099628,1,5,5,5% introductions,41
B,0.9,-1,-1,-0.261166704894362,0,8,5% introductions,41
A,1,1,0.0814837471201992,1,6,6,5% introductions,41
B,1,-1,-1,-0.261166704894362,0,8,5% introductions,41
A,0.7,1,-0.95,1,1,1,5% introductions,42
B,0.7,1,1,1,,,5% introductions,42
A,0.8,0,-0.97484176581315,0.97484176581315,1,2,5% introductions,42
B,0.8,1,1,1,,,5% introductions,42
A,0.9,0.333333333333333,-0.811401351899508,0.983192482680775,2,3,5% introductions,42
B,0.9,1,-1,1,1,1,5% introductions,42
A,1,0.777777777777778,0.035006970165326,0.994381726506802,8,9,5% introductions,42
B,1,0,-0.97484176581315,0.97484176581315,1,2,5% introductions,42
A,0.7,1,-0.415196452357427,1,3,3,5% introductions,43
B,0.7,1,-0.95,1,1,1,5% introductions,43
A,0.8,1,-0.204729271232949,1,4,4,5% introductions,43
B,0.8,-0.333333333333333,-0.983192482680775,0.811401351899508,1,3,5% introductions,43
A,0.9,1,0.261166704894362,1,8,8,5% introductions,43
B,0.9,-0.5,-0.98738107358058,0.611759100633513,1,4,5% introductions,43
A,1,0.6,-0.112190924615283,0.949578547346333,8,10,5% introductions,43
B,1,-0.6,-0.989898473241064,0.432835872236179,1,5,5% introductions,43
A,0.7,1,-0.0436475002099628,1,5,5,5% introductions,44
B,0.7,-1,-1,0.415196452357427,0,3,5% introductions,44
A,0.8,1,0.180767205549993,1,7,7,5% introductions,44
B,0.8,-1,-1,0.204729271232949,0,4,5% introductions,44
A,0.9,1,0.261166704894362,1,8,8,5% introductions,44
B,0.9,-1,-1,0.204729271232949,0,4,5% introductions,44
A,1,1,0.383005784362478,1,10,10,5% introductions,44
B,1,-1,-1,0.204729271232949,0,4,5% introductions,44
A,0.7,1,-0.415196452357427,1,3,3,5% introductions,45
B,0.7,1,-1,1,2,2,5% introductions,45
A,0.8,1,0.0814837471201992,1,6,6,5% introductions,45
B,0.8,-1,-1,0.415196452357427,0,3,5% introductions,45
A,0.9,1,0.327465766240114,1,9,9,5% introductions,45
B,0.9,-1,-1,0.204729271232949,0,4,5% introductions,45
A,1,0.875,0.395358523130936,0.996837776554468,15,16,5% introductions,45
B,1,-1,-1,0.204729271232949,0,4,5% introductions,45
A,0.7,1,-0.415196452357427,1,3,3,5% introductions,46
B,0.7,1,1,1,,,5% introductions,46
A,0.8,1,-0.204729271232949,1,4,4,5% introductions,46
B,0.8,1,1,1,,,5% introductions,46
A,0.9,1,-0.204729271232949,1,4,4,5% introductions,46
B,0.9,1,1,1,,,5% introductions,46
A,1,1,-0.0436475002099628,1,5,5,5% introductions,46
B,1,1,1,1,,,5% introductions,46
A,0.7,1,-0.683772233983162,1,2,2,5% introductions,47
B,0.7,1,1,1,,,5% introductions,47
A,0.8,0.333333333333333,-0.554443808992976,0.913456263414517,4,6,5% introductions,47
B,0.8,1,-1,1,2,2,5% introductions,47
A,0.9,0.428571428571429,-0.419158272525315,0.926614867647829,5,7,5% introductions,47
B,0.9,-1,-1,0.204729271232949,0,4,5% introductions,47
A,1,0.333333333333333,-0.401409887582919,0.850290737160616,6,9,5% introductions,47
B,1,-0.6,-0.989898473241064,0.432835872236179,1,5,5% introductions,47
A,0.7,1,-0.204729271232949,1,4,4,5% introductions,48
B,0.7,-1,-1,0.95,0,1,5% introductions,48
A,0.8,1,-0.204729271232949,1,4,4,5% introductions,48
B,0.8,-1,-1,0.683772233983162,0,2,5% introductions,48
A,0.9,0.75,-0.0530193417504132,0.993680552937496,7,8,5% introductions,48
B,0.9,-0.333333333333333,-0.983192482680775,0.811401351899508,1,3,5% introductions,48
A,1,0.538461538461539,-0.0762630784680818,0.899237853017697,10,13,5% introductions,48
B,1,-0.666666666666667,-0.991578510971021,0.28246915799535,1,6,5% introductions,48
A,0.7,0,-0.864828027022914,0.864828027022914,2,4,5% introductions,49
B,0.7,1,1,1,,,5% introductions,49
A,0.8,0.428571428571429,-0.419158272525315,0.926614867647829,5,7,5% introductions,49
B,0.8,-1,-1,0.95,0,1,5% introductions,49
A,0.9,0.454545454545455,-0.219485119144842,0.879564531654187,8,11,5% introductions,49
B,0.9,-1,-1,0.95,0,1,5% introductions,49
A,1,0.333333333333333,-0.232392534917692,0.763517793266238,10,15,5% introductions,49
B,1,-0.6,-0.989898473241064,0.432835872236179,1,5,5% introductions,49
A,0.7,0,-0.97484176581315,0.97484176581315,1,2,5% introductions,50
B,0.7,1,1,1,,,5% introductions,50
A,0.8,0,-0.97484176581315,0.97484176581315,1,2,5% introductions,50
B,0.8,1,1,1,,,5% introductions,50
A,0.9,0.714285714285714,-0.15744639408639,0.992779406276199,6,7,5% introductions,50
B,0.9,1,-1,1,1,1,5% introductions,50
A,1,0.714285714285714,-0.15744639408639,0.992779406276199,6,7,5% introductions,50
B,1,-1,-1,0.95,0,1,5% introductions,50
A,0.7,1,-0.683772233983162,1,2,2,5% introductions,51
B,0.7,1,1,1,,,5% introductions,51
A,0.8,1,-0.0436475002099628,1,5,5,5% introductions,51
B,0.8,1,1,1,,,5% introductions,51
A,0.9,1,0.180767205549993,1,7,7,5% introductions,51
B,0.9,1,1,1,,,5% introductions,51
A,1,1,0.383005784362478,1,10,10,5% introductions,51
B,1,1,-1,1,1,1,5% introductions,51
A,0.7,1,-0.95,1,1,1,5% introductions,52
B,0.7,1,1,1,,,5% introductions,52
A,0.8,1,-0.204729271232949,1,4,4,5% introductions,52
B,0.8,-1,-1,0.683772233983162,0,2,5% introductions,52
A,0.9,1,0.0814837471201992,1,6,6,5% introductions,52
B,0.9,-1,-1,0.683772233983162,0,2,5% introductions,52
A,1,0.777777777777778,0.035006970165326,0.994381726506802,8,9,5% introductions,52
B,1,-1,-1,0.415196452357427,0,3,5% introductions,52
A,0.7,1,-0.683772233983162,1,2,2,5% introductions,53
B,0.7,1,1,1,,,5% introductions,53
A,0.8,1,-0.683772233983162,1,2,2,5% introductions,53
B,0.8,1,1,1,,,5% introductions,53
A,0.9,0.333333333333333,-0.554443808992976,0.913456263414517,4,6,5% introductions,53
B,0.9,-1,-1,0.683772233983162,0,2,5% introductions,53
A,1,0.636363636363637,-0.0355117047203452,0.954337603400081,9,11,5% introductions,53
B,1,-1,-1,0.683772233983162,0,2,5% introductions,53
A,0.7,0,-0.97484176581315,0.97484176581315,1,2,5% introductions,54
B,0.7,1,1,1,,,5% introductions,54
A,0.8,0,-0.97484176581315,0.97484176581315,1,2,5% introductions,54
B,0.8,1,1,1,,,5% introductions,54
A,0.9,0.666666666666667,-0.28246915799535,0.991578510971021,5,6,5% introductions,54
B,0.9,1,1,1,,,5% introductions,54
A,1,0.75,-0.0530193417504132,0.993680552937496,7,8,5% introductions,54
B,1,1,1,1,,,5% introductions,54
A,0.7,-1,-1,-1,1,2,5% introductions,55
B,0.7,1,1,1,,,5% introductions,55
A,0.8,0.333333333333333,-0.811401351899508,0.983192482680775,2,3,5% introductions,55
B,0.8,1,1,1,,,5% introductions,55
A,0.9,0.333333333333333,-0.554443808992976,0.913456263414517,4,6,5% introductions,55
B,0.9,-1,-1,0.95,0,1,5% introductions,55
A,1,0.666666666666667,0.0317245026280659,0.958274949079815,10,12,5% introductions,55
B,1,-1,-1,0.95,0,1,5% introductions,55
A,0.7,1,1,1,,,5% introductions,56
B,0.7,1,1,1,,,5% introductions,56
A,0.8,0,-0.97484176581315,0.97484176581315,1,2,5% introductions,56
B,0.8,1,1,1,,,5% introductions,56
A,0.9,0.5,-0.611759100633513,0.98738107358058,3,4,5% introductions,56
B,0.9,1,1,1,,,5% introductions,56
A,1,0.714285714285714,-0.15744639408639,0.992779406276199,6,7,5% introductions,56
B,1,1,1,1,,,5% introductions,56
A,0.7,0.2,-0.706734400730654,0.894510098947366,3,5,5% introductions,57
B,0.7,1,1,1,,,5% introductions,57
A,0.8,0.428571428571429,-0.419158272525315,0.926614867647829,5,7,5% introductions,57
B,0.8,1,1,1,,,5% introductions,57
A,0.9,0.5,-0.301711588825648,0.936291947500111,6,8,5% introductions,57
B,0.9,1,-0.95,1,1,1,5% introductions,57
A,1,0.529411764705882,0.00201345359083979,0.863784519125287,13,17,5% introductions,57
B,1,0,-0.97484176581315,0.97484176581315,1,2,5% introductions,57
A,0.7,1,-0.683772233983162,1,2,2,5% introductions,58
B,0.7,1,1,1,,,5% introductions,58
A,0.8,1,-0.0436475002099628,1,5,5,5% introductions,58
B,0.8,1,1,1,,,5% introductions,58
A,0.9,1,-0.0436475002099628,1,5,5,5% introductions,58
B,0.9,1,1,1,,,5% introductions,58
A,1,1,0.0814837471201992,1,6,6,5% introductions,58
B,1,1,-1,1,1,1,5% introductions,58
A,0.7,0.333333333333333,-0.554443808992976,0.913456263414517,4,6,5% introductions,59
B,0.7,-1,-1,0.95,0,1,5% introductions,59
A,0.8,0.25,-0.510273567266897,0.829533171725493,5,8,5% introductions,59
B,0.8,-1,-1,0.95,0,1,5% introductions,59
A,0.9,0.538461538461539,-0.0762630784680818,0.899237853017697,10,13,5% introductions,59
B,0.9,-1,-1,0.683772233983162,0,2,5% introductions,59
A,1,0.6,0.038217732386294,0.913375989788327,12,15,5% introductions,59
B,1,-1,-1,0.415196452357427,0,3,5% introductions,59
A,0.7,1,-0.683772233983162,1,2,2,5% introductions,60
B,0.7,-1,-1,0.415196452357427,0,3,5% introductions,60
A,0.8,1,-0.204729271232949,1,4,4,5% introductions,60
B,0.8,-1,-1,0.0436475002099628,0,5,5% introductions,60
A,0.9,1,-0.0436475002099628,1,5,5,5% introductions,60
B,0.9,-1,-1,-0.261166704894362,0,8,5% introductions,60
A,1,1,0.261166704894362,1,8,8,5% introductions,60
B,1,-1,-1,-0.327465766240114,0,9,5% introductions,60
A,0.7,1,-0.95,1,1,1,5% introductions,61
B,0.7,-0.6,-0.989898473241064,0.432835872236179,1,5,5% introductions,61
A,0.8,1,-0.95,1,1,1,5% introductions,61
B,0.8,-0.6,-0.989898473241064,0.432835872236179,1,5,5% introductions,61
A,0.9,1,-0.683772233983162,1,2,2,5% introductions,61
B,0.9,-0.666666666666667,-0.991578510971021,0.28246915799535,1,6,5% introductions,61
A,1,1,-0.415196452357427,1,3,3,5% introductions,61
B,1,-0.714285714285714,-0.992779406276199,0.15744639408639,1,7,5% introductions,61
A,0.7,1,-0.415196452357427,1,3,3,5% introductions,62
B,0.7,-0.6,-0.989898473241064,0.432835872236179,1,5,5% introductions,62
A,0.8,1,-0.204729271232949,1,4,4,5% introductions,62
B,0.8,-0.714285714285714,-0.992779406276199,0.15744639408639,1,7,5% introductions,62
A,0.9,1,0.0814837471201992,1,6,6,5% introductions,62
B,0.9,-0.714285714285714,-0.992779406276199,0.15744639408639,1,7,5% introductions,62
A,1,1,0.261166704894362,1,8,8,5% introductions,62
B,1,-0.777777777777778,-0.994381726506802,-0.035006970165326,1,9,5% introductions,62
A,0.7,1,-1,1,1,1,5% introductions,63
B,0.7,1,1,1,,,5% introductions,63
A,0.8,1,-0.415196452357427,1,3,3,5% introductions,63
B,0.8,1,1,1,,,5% introductions,63
A,0.9,1,-0.415196452357427,1,3,3,5% introductions,63
B,0.9,1,1,1,,,5% introductions,63
A,1,1,-0.0436475002099628,1,5,5,5% introductions,63
B,1,1,1,1,,,5% introductions,63
A,0.7,1,-0.0436475002099628,1,5,5,5% introductions,64
B,0.7,1,1,1,,,5% introductions,64
A,0.8,1,0.0814837471201992,1,6,6,5% introductions,64
B,0.8,-1,-1,0.95,0,1,5% introductions,64
A,0.9,1,0.327465766240114,1,9,9,5% introductions,64
B,0.9,-1,-1,0.683772233983162,0,2,5% introductions,64
A,1,0.466666666666667,-0.102006482073942,0.844256907417913,11,15,5% introductions,64
B,1,-0.2,-0.894510098947366,0.706734400730654,2,5,5% introductions,64
A,0.7,0,-0.864828027022914,0.864828027022914,2,4,5% introductions,65
B,0.7,1,1,1,,,5% introductions,65
A,0.8,0.333333333333333,-0.554443808992976,0.913456263414517,4,6,5% introductions,65
B,0.8,-1,-1,0.95,0,1,5% introductions,65
A,0.9,0.333333333333333,-0.554443808992976,0.913456263414517,4,6,5% introductions,65
B,0.9,-1,-1,0.683772233983162,0,2,5% introductions,65
A,1,0.428571428571429,-0.419158272525315,0.926614867647829,5,7,5% introductions,65
B,1,-1,-1,-0.0814837471201992,0,6,5% introductions,65
A,0.7,1,0.261166704894362,1,8,8,5% introductions,66
B,0.7,-1,-1,0.683772233983162,0,2,5% introductions,66
A,0.8,1,0.383005784362478,1,10,10,5% introductions,66
B,0.8,-1,-1,0.683772233983162,0,2,5% introductions,66
A,0.9,1,0.470703061205898,1,12,12,5% introductions,66
B,0.9,-1,-1,0.415196452357427,0,3,5% introductions,66
A,1,0.8,0.366034571961835,0.97530294565941,18,20,5% introductions,66
B,1,-1,-1,0.204729271232949,0,4,5% introductions,66
A,0.7,1,-0.95,1,1,1,5% introductions,67
B,0.7,-1,-1,0.415196452357427,0,3,5% introductions,67
A,0.8,1,-0.0436475002099628,1,5,5,5% introductions,67
B,0.8,-1,-1,0.415196452357427,0,3,5% introductions,67
A,0.9,1,0.0814837471201992,1,6,6,5% introductions,67
B,0.9,-1,-1,0.204729271232949,0,4,5% introductions,67
A,1,0.777777777777778,0.035006970165326,0.994381726506802,8,9,5% introductions,67
B,1,-1,-1,-0.0814837471201992,0,6,5% introductions,67
A,0.7,1,1,1,,,5% introductions,68
B,0.7,1,-1,1,1,1,5% introductions,68
A,0.8,1,-0.683772233983162,1,2,2,5% introductions,68
B,0.8,-1,-1,0.204729271232949,0,4,5% introductions,68
A,0.9,1,-0.0436475002099628,1,5,5,5% introductions,68
B,0.9,-1,-1,-0.261166704894362,0,8,5% introductions,68
A,1,1,0.0814837471201992,1,6,6,5% introductions,68
B,1,-1,-1,-0.327465766240114,0,9,5% introductions,68
A,0.7,0.333333333333333,-0.811401351899508,0.983192482680775,2,3,5% introductions,69
B,0.7,1,-0.95,1,1,1,5% introductions,69
A,0.8,0.6,-0.432835872236179,0.989898473241064,4,5,5% introductions,69
B,0.8,-0.6,-0.989898473241064,0.432835872236179,1,5,5% introductions,69
A,0.9,0.75,-0.0530193417504132,0.993680552937496,7,8,5% introductions,69
B,0.9,-0.666666666666667,-0.991578510971021,0.28246915799535,1,6,5% introductions,69
A,1,0.818181818181818,0.174440166023235,0.995402055572372,10,11,5% introductions,69
B,1,-0.5,-0.936291947500111,0.301711588825648,2,8,5% introductions,69
A,0.7,1,-1,1,2,2,5% introductions,70
B,0.7,1,1,1,,,5% introductions,70
A,0.8,1,-0.204729271232949,1,4,4,5% introductions,70
B,0.8,-0.333333333333333,-0.983192482680775,0.811401351899508,1,3,5% introductions,70
A,0.9,1,-0.0436475002099628,1,5,5,5% introductions,70
B,0.9,-0.333333333333333,-0.983192482680775,0.811401351899508,1,3,5% introductions,70
A,1,1,0.0814837471201992,1,6,6,5% introductions,70
B,1,-0.666666666666667,-0.991578510971021,0.28246915799535,1,6,5% introductions,70
A,0.7,1,-1,1,3,3,5% introductions,71
B,0.7,-0.6,-0.989898473241064,0.432835872236179,1,5,5% introductions,71
A,0.8,1,-0.204729271232949,1,4,4,5% introductions,71
B,0.8,-0.6,-0.989898473241064,0.432835872236179,1,5,5% introductions,71
A,0.9,1,0.0814837471201992,1,6,6,5% introductions,71
B,0.9,-0.6,-0.989898473241064,0.432835872236179,1,5,5% introductions,71
A,1,1,0.261166704894362,1,8,8,5% introductions,71
B,1,-0.666666666666667,-0.991578510971021,0.28246915799535,1,6,5% introductions,71
A,0.7,0,-0.97484176581315,0.97484176581315,1,2,5% introductions,72
B,0.7,1,1,1,,,5% introductions,72
A,0.8,0.333333333333333,-0.811401351899508,0.983192482680775,2,3,5% introductions,72
B,0.8,1,1,1,,,5% introductions,72
A,0.9,0.5,-0.611759100633513,0.98738107358058,3,4,5% introductions,72
B,0.9,1,1,1,,,5% introductions,72
A,1,0.714285714285714,-0.15744639408639,0.992779406276199,6,7,5% introductions,72
B,1,-1,-1,0.95,0,1,5% introductions,72
A,0.7,1,-0.0436475002099628,1,5,5,5% introductions,73
B,0.7,1,1,1,,,5% introductions,73
A,0.8,1,0.261166704894362,1,8,8,5% introductions,73
B,0.8,-1,-1,0.683772233983162,0,2,5% introductions,73
A,0.9,0.818181818181818,0.174440166023235,0.995402055572372,10,11,5% introductions,73
B,0.9,-1,-1,0.415196452357427,0,3,5% introductions,73
A,1,0.882352941176471,0.426221206665559,0.997023651217467,16,17,5% introductions,73
B,1,-0.333333333333333,-0.913456263414517,0.554443808992976,2,6,5% introductions,73
A,0.7,1,1,1,,,5% introductions,74
B,0.7,1,1,1,,,5% introductions,74
A,0.8,1,-0.95,1,1,1,5% introductions,74
B,0.8,1,1,1,,,5% introductions,74
A,0.9,1,-0.204729271232949,1,4,4,5% introductions,74
B,0.9,1,1,1,,,5% introductions,74
A,1,1,-0.0436475002099628,1,5,5,5% introductions,74
B,1,1,1,1,,,5% introductions,74
A,0.7,1,-0.683772233983162,1,2,2,5% introductions,75
B,0.7,1,1,1,,,5% introductions,75
A,0.8,0.6,-0.432835872236179,0.989898473241064,4,5,5% introductions,75
B,0.8,1,1,1,,,5% introductions,75
A,0.9,0.555555555555556,-0.200187147432624,0.943710053044203,7,9,5% introductions,75
B,0.9,1,1,1,,,5% introductions,75
A,1,0.5,-0.143716923756378,0.890278710944014,9,12,5% introductions,75
B,1,1,-1,1,1,1,5% introductions,75
A,0.7,1,-0.683772233983162,1,2,2,5% introductions,76
B,0.7,1,1,1,,,5% introductions,76
A,0.8,1,0.0814837471201992,1,6,6,5% introductions,76
B,0.8,1,1,1,,,5% introductions,76
A,0.9,1,0.0814837471201992,1,6,6,5% introductions,76
B,0.9,1,-0.95,1,1,1,5% introductions,76
A,1,1,0.261166704894362,1,8,8,5% introductions,76
B,1,0,-0.97484176581315,0.97484176581315,1,2,5% introductions,76
A,0.7,1,0.261166704894362,1,8,8,5% introductions,77
B,0.7,1,1,1,,,5% introductions,77
A,0.8,1,0.327465766240114,1,9,9,5% introductions,77
B,0.8,1,1,1,,,5% introductions,77
A,0.9,1,0.327465766240114,1,9,9,5% introductions,77
B,0.9,1,1,1,,,5% introductions,77
A,1,0.733333333333333,0.190794606793256,0.966848173119833,13,15,5% introductions,77
B,1,-1,-1,0.683772233983162,0,2,5% introductions,77
A,0.7,1,1,1,,,5% introductions,78
B,0.7,1,1,1,,,5% introductions,78
A,0.8,1,-1,1,1,1,5% introductions,78
B,0.8,1,1,1,,,5% introductions,78
A,0.9,1,-1,1,2,2,5% introductions,78
B,0.9,1,1,1,,,5% introductions,78
A,1,1,-0.204729271232949,1,4,4,5% introductions,78
B,1,1,1,1,,,5% introductions,78
A,0.7,1,1,1,,,5% introductions,79
B,0.7,1,1,1,,,5% introductions,79
A,0.8,1,1,1,,,5% introductions,79
B,0.8,1,1,1,,,5% introductions,79
A,0.9,0.6,-0.432835872236179,0.989898473241064,4,5,5% introductions,79
B,0.9,1,1,1,,,5% introductions,79
A,1,0.8,0.109967765943609,0.994942842911076,9,10,5% introductions,79
B,1,1,1,1,,,5% introductions,79
A,0.7,0.333333333333333,-0.811401351899508,0.983192482680775,2,3,5% introductions,80
B,0.7,1,1,1,,,5% introductions,80
A,0.8,0.666666666666667,-0.28246915799535,0.991578510971021,5,6,5% introductions,80
B,0.8,1,-1,1,1,1,5% introductions,80
A,0.9,0.75,-0.0530193417504132,0.993680552937496,7,8,5% introductions,80
B,0.9,1,-1,1,1,1,5% introductions,80
A,1,0.818181818181818,0.174440166023235,0.995402055572372,10,11,5% introductions,80
B,1,-1,-1,0.95,0,1,5% introductions,80
A,0.7,0.5,-0.301711588825648,0.936291947500111,6,8,5% introductions,81
B,0.7,1,1,1,,,5% introductions,81
A,0.8,0.454545454545455,-0.219485119144842,0.879564531654187,8,11,5% introductions,81
B,0.8,1,1,1,,,5% introductions,81
A,0.9,0.333333333333333,-0.302248987162372,0.801507817700833,8,12,5% introductions,81
B,0.9,1,1,1,,,5% introductions,81
A,1,0.466666666666667,-0.102006482073942,0.844256907417913,11,15,5% introductions,81
B,1,1,1,1,,,5% introductions,81
A,0.7,1,-1,1,2,2,5% introductions,82
B,0.7,1,1,1,,,5% introductions,82
A,0.8,1,-1,1,3,3,5% introductions,82
B,0.8,1,1,1,,,5% introductions,82
A,0.9,1,-1,1,3,3,5% introductions,82
B,0.9,1,1,1,,,5% introductions,82
A,1,1,-1,1,6,6,5% introductions,82
B,1,1,1,1,,,5% introductions,82
A,0.7,1,-0.683772233983162,1,2,2,5% introductions,83
B,0.7,-1,-1,0.204729271232949,0,4,5% introductions,83
A,0.8,1,-0.683772233983162,1,2,2,5% introductions,83
B,0.8,-1,-1,0.0436475002099628,0,5,5% introductions,83
A,0.9,1,0.0814837471201992,1,6,6,5% introductions,83
B,0.9,-1,-1,0.0436475002099628,0,5,5% introductions,83
A,1,1,0.505894723999058,1,13,13,5% introductions,83
B,1,-1,-1,0.0436475002099628,0,5,5% introductions,83
A,0.7,0.6,-0.432835872236179,0.989898473241064,4,5,5% introductions,84
B,0.7,-1,-1,0.683772233983162,0,2,5% introductions,84
A,0.8,0.6,-0.432835872236179,0.989898473241064,4,5,5% introductions,84
B,0.8,-1,-1,0.683772233983162,0,2,5% introductions,84
A,0.9,0.714285714285714,-0.15744639408639,0.992779406276199,6,7,5% introductions,84
B,0.9,-1,-1,0.204729271232949,0,4,5% introductions,84
A,1,0.777777777777778,0.035006970165326,0.994381726506802,8,9,5% introductions,84
B,1,-1,-1,0.204729271232949,0,4,5% introductions,84
A,0.7,0.5,-0.301711588825648,0.936291947500111,6,8,5% introductions,85
